frame,0x_L,0y_L,1x_L,1y_L,2x_L,2y_L,3x_L,3y_L,4x_L,4y_L,5x_L,5y_L,6x_L,6y_L,7x_L,7y_L,8x_L,8y_L,9x_L,9y_L,10x_L,10y_L,11x_L,11y_L,12x_L,12y_L,13x_L,13y_L,14x_L,14y_L,15x_L,15y_L,16x_L,16y_L,17x_L,17y_L,18x_L,18y_L,19x_L,19y_L,20x_L,20y_L,0x_R,0y_R,1x_R,1y_R,2x_R,2y_R,3x_R,3y_R,4x_R,4y_R,5x_R,5y_R,6x_R,6y_R,7x_R,7y_R,8x_R,8y_R,9x_R,9y_R,10x_R,10y_R,11x_R,11y_R,12x_R,12y_R,13x_R,13y_R,14x_R,14y_R,15x_R,15y_R,16x_R,16y_R,17x_R,17y_R,18x_R,18y_R,19x_R,19y_R,20x_R,20y_R,x_Body,y_Body
1,0.5101133584976196,0.6817324757575989,0.5113347172737122,0.6726778149604797,0.5090239644050598,0.6735014319419861,0.5046661496162415,0.6818847060203552,0.4998689889907837,0.6909484267234802,0.49435311555862427,0.6851068139076233,0.5051994323730469,0.7035832405090332,0.5169684290885925,0.7095029950141907,0.5233965516090393,0.7121787071228027,0.48880067467689514,0.7004544734954834,0.5025210976600647,0.7166962623596191,0.5153632760047913,0.7225768566131592,0.5244902968406677,0.7239897847175598,0.48535725474357605,0.7124760150909424,0.49666115641593933,0.7262154817581177,0.5096306800842285,0.7278248071670532,0.5189165472984314,0.727505624294281,0.4837973415851593,0.7223002314567566,0.4882631003856659,0.7344776391983032,0.4966874122619629,0.7336174845695496,0.5037115216255188,0.7312235832214355,0.4645131528377533,0.674843430519104,0.478798508644104,0.660119354724884,0.4925824701786041,0.6599876284599304,0.5050426125526428,0.6672044396400452,0.5155102610588074,0.6721389889717102,0.49295949935913086,0.6889987587928772,0.5110498070716858,0.7056919932365417,0.5204005241394043,0.7122776508331299,0.5265432596206665,0.715968668460846,0.48801830410957336,0.7065997123718262,0.5076732635498047,0.7225393652915955,0.5184201002120972,0.7270973920822144,0.5249743461608887,0.7273464798927307,0.48328983783721924,0.7185888290405273,0.5018976926803589,0.7345262169837952,0.5116413235664368,0.7372527718544006,0.5179323554039001,0.7352880239486694,0.47926896810531616,0.7254483699798584,0.4941140413284302,0.7390899658203125,0.5026240348815918,0.7410991191864014,0.5092357993125916,0.7392467856407166,0.14553791284561157,0.00511053204536438
2,0.49843835830688477,0.7022737264633179,0.5028440356254578,0.6850681900978088,0.506126880645752,0.6774073839187622,0.5095425248146057,0.6786537170410156,0.5126678347587585,0.6819689869880676,0.494057834148407,0.6933357119560242,0.5077354311943054,0.7031890153884888,0.5175652503967285,0.7098525166511536,0.5232753157615662,0.7146255970001221,0.48962080478668213,0.7067487239837646,0.504021167755127,0.7180381417274475,0.5163047313690186,0.7227538824081421,0.5256422758102417,0.7244018316268921,0.48807254433631897,0.7190603017807007,0.5009479522705078,0.7283819913864136,0.5120121836662292,0.7306385636329651,0.5206286907196045,0.7302300930023193,0.48833218216896057,0.7292203903198242,0.4944039285182953,0.7366953492164612,0.5005216002464294,0.7361140847206116,0.5059760212898254,0.7329892516136169,0.46485084295272827,0.6751243472099304,0.4792303442955017,0.6607882976531982,0.4927927553653717,0.6601726412773132,0.5052322149276733,0.6668640971183777,0.5158615708351135,0.6711207628250122,0.4932306408882141,0.6885175704956055,0.5106461048126221,0.704439640045166,0.5194849967956543,0.7109035849571228,0.5257478952407837,0.7146872282028198,0.488593190908432,0.7061133980751038,0.5080880522727966,0.7214921116828918,0.5184633135795593,0.726791501045227,0.5253126621246338,0.7283732295036316,0.48399174213409424,0.7182146906852722,0.5024473667144775,0.7332943081855774,0.5120651125907898,0.7368897795677185,0.5183945894241333,0.7361854314804077,0.4799209535121918,0.7256242036819458,0.49448296427726746,0.738714337348938,0.5025765895843506,0.740904688835144,0.5088561177253723,0.7396563291549683,0.14612460136413574,0.005714625120162964
3,0.5138805508613586,0.6826688647270203,0.5139938592910767,0.6677282452583313,0.51106196641922,0.6629233956336975,0.5056064128875732,0.6669178605079651,0.5008637309074402,0.673393726348877,0.49346721172332764,0.6815569400787354,0.5036033987998962,0.7013468146324158,0.5162768959999084,0.7077614068984985,0.5238465666770935,0.7101807594299316,0.48726433515548706,0.7010196447372437,0.5008934736251831,0.7186576724052429,0.5146231651306152,0.7232241630554199,0.5246464014053345,0.7235113978385925,0.4843001067638397,0.7161176800727844,0.4951084554195404,0.7296580076217651,0.5086545944213867,0.7305619120597839,0.5182700753211975,0.729882001876831,0.48349449038505554,0.7281566858291626,0.48596200346946716,0.7403703331947327,0.49318158626556396,0.7381560802459717,0.49965640902519226,0.7344778180122375,0.46518591046333313,0.6745433211326599,0.4795611500740051,0.6606207489967346,0.49303048849105835,0.6602736711502075,0.5052898526191711,0.6670401096343994,0.5157819986343384,0.6716523766517639,0.49271613359451294,0.6882311701774597,0.5104490518569946,0.7052074074745178,0.5196282863616943,0.7116613984107971,0.5259770750999451,0.7151363492012024,0.4879746735095978,0.7058645486831665,0.508014440536499,0.7216036915779114,0.5187225341796875,0.7267053127288818,0.5255236029624939,0.7280686497688293,0.4833301305770874,0.7179678082466125,0.5023735761642456,0.7333250641822815,0.5123076438903809,0.7367069125175476,0.5186275839805603,0.735865592956543,0.4793037474155426,0.7252184748649597,0.4941398799419403,0.7386457324028015,0.5024974346160889,0.7407732605934143,0.5087813138961792,0.739250659942627,0.146165668964386,0.006286352872848511
4,0.5016528367996216,0.7010551691055298,0.5033153295516968,0.6846449971199036,0.5017958879470825,0.6765464544296265,0.49899089336395264,0.6802133917808533,0.495719850063324,0.6899714469909668,0.4918937087059021,0.6900997757911682,0.506356418132782,0.6988387107849121,0.5157833099365234,0.7068242430686951,0.5205094218254089,0.713353157043457,0.4887503981590271,0.7048973441123962,0.5051472187042236,0.7158603668212891,0.5166881680488586,0.7226254343986511,0.5254741907119751,0.7275018095970154,0.4883027970790863,0.7178965210914612,0.5025657415390015,0.7260209321975708,0.5135447978973389,0.7282084822654724,0.5220402479171753,0.7296429872512817,0.4893161356449127,0.7280555963516235,0.4978121817111969,0.7339904308319092,0.5053958892822266,0.7320730686187744,0.5117087364196777,0.7295583486557007,0.46481943130493164,0.6751573085784912,0.4792077839374542,0.6607009172439575,0.4927542805671692,0.6601494550704956,0.5051026940345764,0.6667832136154175,0.5158387422561646,0.6711717844009399,0.4924745261669159,0.6882303953170776,0.510152280330658,0.7044914960861206,0.5191859602928162,0.7108666300773621,0.5255325436592102,0.7147367596626282,0.4876587986946106,0.7062298655509949,0.5077482461929321,0.7216439247131348,0.5183877348899841,0.7266876697540283,0.525242269039154,0.7282201051712036,0.48308080434799194,0.7185213565826416,0.502149760723114,0.7336942553520203,0.5120906829833984,0.7369998097419739,0.5185872316360474,0.7363049983978271,0.47917139530181885,0.7257756590843201,0.4940539300441742,0.7390808463096619,0.502399206161499,0.7411996126174927,0.5087777972221375,0.7398620843887329,0.1462530791759491,0.006647169589996338
5,0.5153092741966248,0.6827456951141357,0.5164814591407776,0.6687856912612915,0.5139585137367249,0.6631901264190674,0.5074853301048279,0.6659788489341736,0.5019974708557129,0.6716135740280151,0.4937311112880707,0.6819241046905518,0.5034598708152771,0.70415860414505,0.5164729356765747,0.7108669877052307,0.5245857238769531,0.7127062678337097,0.4867200255393982,0.7011881470680237,0.49976348876953125,0.71956866979599,0.5134650468826294,0.7243289351463318,0.5239788889884949,0.7244429588317871,0.4833761751651764,0.7157825231552124,0.4934580624103546,0.7291315197944641,0.5069943070411682,0.7309178709983826,0.5171296000480652,0.7310099601745605,0.48262497782707214,0.7276853919029236,0.4818693995475769,0.7389450073242188,0.4862139821052551,0.7385313510894775,0.49134108424186707,0.7373682260513306,0.46502479910850525,0.6758043766021729,0.47926169633865356,0.6609582304954529,0.49264848232269287,0.6600599884986877,0.5049973130226135,0.6668980717658997,0.5157158970832825,0.6716448664665222,0.4927673637866974,0.6882631778717041,0.5103432536125183,0.7044767141342163,0.5192957520484924,0.710920512676239,0.5255792140960693,0.7147873640060425,0.4881470203399658,0.7061341404914856,0.5079907178878784,0.7214963436126709,0.518526554107666,0.7265991568565369,0.5253520607948303,0.7281980514526367,0.4835878610610962,0.7184858918190002,0.502430260181427,0.7335889935493469,0.512269139289856,0.7370295524597168,0.5187050700187683,0.7363089323043823,0.47959864139556885,0.7258967161178589,0.49438542127609253,0.7390527725219727,0.502695620059967,0.7412387132644653,0.5091531276702881,0.7398641705513,0.14637485146522522,0.006830483675003052
6,0.4951924979686737,0.696557343006134,0.4967418909072876,0.6801888942718506,0.4969604015350342,0.6759285926818848,0.49583035707473755,0.6827834844589233,0.4927479922771454,0.6941869854927063,0.48984307050704956,0.6879925727844238,0.5054301619529724,0.6981726884841919,0.5150137543678284,0.7059260010719299,0.5198123455047607,0.7118458151817322,0.48692187666893005,0.7019748687744141,0.5050527453422546,0.7134290337562561,0.5167456865310669,0.7212691307067871,0.5252580046653748,0.7259779572486877,0.486086905002594,0.7143054604530334,0.501960039138794,0.7241508960723877,0.513401985168457,0.7268486022949219,0.5221889019012451,0.7283231616020203,0.48640063405036926,0.7244225144386292,0.49678584933280945,0.733091413974762,0.5058931112289429,0.731553852558136,0.5134723782539368,0.7287456393241882,0.4651448428630829,0.6759817600250244,0.47926753759384155,0.661352276802063,0.4925259053707123,0.6603285670280457,0.5048434138298035,0.6668941378593445,0.515403151512146,0.6716485619544983,0.4929468333721161,0.6886391043663025,0.5105063915252686,0.7051581144332886,0.5197445750236511,0.7115511894226074,0.526228129863739,0.7152238488197327,0.48831257224082947,0.7062162756919861,0.508137047290802,0.7213147282600403,0.5187770128250122,0.7264289259910583,0.5256236791610718,0.728215754032135,0.4836183190345764,0.7184469699859619,0.5024763941764832,0.7332544922828674,0.5123634338378906,0.7365984916687012,0.5187313556671143,0.7358774542808533,0.4794204831123352,0.7260229587554932,0.49427205324172974,0.7390583753585815,0.5026390552520752,0.7410969138145447,0.5090464353561401,0.7395763993263245,0.1463380753993988,0.006910800933837891
7,0.5097419619560242,0.6802108883857727,0.5114724040031433,0.6666783094406128,0.5099547505378723,0.663753867149353,0.5053809285163879,0.6692622303962708,0.5006377100944519,0.6768816113471985,0.4946020543575287,0.6805179119110107,0.5048062205314636,0.7023535966873169,0.5169483423233032,0.7092416286468506,0.5238462090492249,0.7110974192619324,0.487900972366333,0.6994379758834839,0.5011785626411438,0.7184864282608032,0.5140505433082581,0.7237126231193542,0.5236976146697998,0.7237353324890137,0.48383212089538574,0.7138214707374573,0.49465304613113403,0.7285466194152832,0.5077297687530518,0.7307540774345398,0.517271876335144,0.7309955954551697,0.4820530116558075,0.7255265116691589,0.4831463098526001,0.7383362054824829,0.48947659134864807,0.7383254766464233,0.4958091974258423,0.7369571924209595,0.4652568995952606,0.6754560470581055,0.47943684458732605,0.6610263586044312,0.4926740527153015,0.6604150533676147,0.5049139261245728,0.6670750379562378,0.5154923796653748,0.6718462705612183,0.492865651845932,0.6888208985328674,0.5104120373725891,0.7051946520805359,0.519637405872345,0.7113062739372253,0.5260793566703796,0.7147523760795593,0.48821812868118286,0.706412672996521,0.5080586671829224,0.7215354442596436,0.5188128352165222,0.726451575756073,0.5257260799407959,0.7280489206314087,0.48355841636657715,0.7184649705886841,0.5023849010467529,0.7335141897201538,0.5124123692512512,0.7367880344390869,0.5189088582992554,0.7359851002693176,0.47943222522735596,0.7257624864578247,0.4941549003124237,0.7391388416290283,0.5025811195373535,0.741326093673706,0.5090848207473755,0.7398306131362915,0.14635705947875977,0.006933361291885376
8,0.5001155138015747,0.6978781223297119,0.5014077425003052,0.6812443137168884,0.5010194778442383,0.6757392883300781,0.5006835460662842,0.682065486907959,0.49840888381004333,0.6903303861618042,0.4907276928424835,0.687504768371582,0.5057309865951538,0.6993433237075806,0.5151351094245911,0.708690345287323,0.5205466151237488,0.7155789136886597,0.4870774745941162,0.7029666900634766,0.5040045976638794,0.7153604030609131,0.5159478187561035,0.7229558229446411,0.5249989032745361,0.7269046306610107,0.4862787127494812,0.7164422273635864,0.5009586215019226,0.7255414128303528,0.5120522975921631,0.7286128997802734,0.5207349061965942,0.7296707034111023,0.4869774281978607,0.727861762046814,0.49521443247795105,0.7338235974311829,0.5035680532455444,0.7318947911262512,0.5105087161064148,0.7294068336486816,0.46534407138824463,0.6760955452919006,0.47933149337768555,0.66115802526474,0.49253496527671814,0.6601701974868774,0.5048640966415405,0.6669076085090637,0.5156217813491821,0.6719789505004883,0.49301254749298096,0.6889647841453552,0.5105821490287781,0.7052466869354248,0.519615650177002,0.7115702033042908,0.5258475542068481,0.7152786254882812,0.4883236587047577,0.7068105936050415,0.5082528591156006,0.7220073342323303,0.5187899470329285,0.7269377708435059,0.5255402326583862,0.728506863117218,0.4836224317550659,0.7189449071884155,0.5025225281715393,0.7340468168258667,0.5123888254165649,0.7372379302978516,0.5188186168670654,0.7363686561584473,0.47945618629455566,0.7262356281280518,0.4942220151424408,0.7396246194839478,0.5026018619537354,0.7418035864830017,0.5091094374656677,0.7403820753097534,0.14633634686470032,0.006977051496505737
9,0.48907020688056946,0.6851729154586792,0.4978765845298767,0.664848268032074,0.5041999220848083,0.6586217880249023,0.5064986348152161,0.6598025560379028,0.505566418170929,0.6629678606987,0.4977671504020691,0.6787236332893372,0.5130075216293335,0.6980440020561218,0.5219799876213074,0.7030706405639648,0.5253806710243225,0.7043320536613464,0.49170494079589844,0.6984478831291199,0.5084462761878967,0.7182557582855225,0.5182565450668335,0.7212533354759216,0.5243399143218994,0.7194576263427734,0.4855961501598358,0.713637113571167,0.49966302514076233,0.7295835614204407,0.5099033713340759,0.7299299836158752,0.5162895917892456,0.7290188074111938,0.4801396131515503,0.725756824016571,0.4858296811580658,0.7401587963104248,0.4915592074394226,0.738306999206543,0.4960646629333496,0.7345690727233887,0.4649435877799988,0.6759830117225647,0.4790218770503998,0.6607773900032043,0.492345929145813,0.6599054336547852,0.5046404600143433,0.6667644381523132,0.5153404474258423,0.6718074679374695,0.4928235411643982,0.6885524392127991,0.5104736089706421,0.7048574090003967,0.5195749998092651,0.7111056447029114,0.5258703827857971,0.7148194909095764,0.48803189396858215,0.7063136696815491,0.5080020427703857,0.721260666847229,0.5185964703559875,0.7262760996818542,0.5254493355751038,0.7281020879745483,0.4832485318183899,0.7183948755264282,0.5021262168884277,0.7332434058189392,0.5121445655822754,0.7366665601730347,0.5187045931816101,0.7361213564872742,0.4790053367614746,0.7256301641464233,0.4936577081680298,0.7391958236694336,0.5020943284034729,0.7414914965629578,0.508721649646759,0.7400646805763245,0.14631688594818115,0.00696757435798645
10,0.49303731322288513,0.685331404209137,0.5006528496742249,0.6642816066741943,0.5050431489944458,0.6591367721557617,0.5055204629898071,0.6618528366088867,0.5033387541770935,0.665438175201416,0.4974910318851471,0.6817236542701721,0.5129415392875671,0.701995313167572,0.521714448928833,0.7054653167724609,0.5243488550186157,0.704794704914093,0.4916413426399231,0.7013557553291321,0.5089290738105774,0.7218443751335144,0.5176637768745422,0.7227987051010132,0.5227274298667908,0.7191163897514343,0.4859907031059265,0.7157579064369202,0.5001513361930847,0.7322239875793457,0.5093972086906433,0.7309677004814148,0.5144550204277039,0.7286882400512695,0.48132219910621643,0.7268029451370239,0.4846588969230652,0.7409541010856628,0.48789581656455994,0.7395557761192322,0.49005216360092163,0.7365648746490479,0.4650684595108032,0.6757916808128357,0.47913026809692383,0.6608476042747498,0.49242427945137024,0.6601542234420776,0.5047519207000732,0.6672308444976807,0.5153489708900452,0.6720280051231384,0.4927656352519989,0.6884572505950928,0.5103954076766968,0.7049129605293274,0.5195820331573486,0.711202085018158,0.5259576439857483,0.7149979472160339,0.48809847235679626,0.7062626481056213,0.5080856680870056,0.7214053273200989,0.5187691450119019,0.7263675332069397,0.5256136059761047,0.7280482649803162,0.48338639736175537,0.7184845209121704,0.502303957939148,0.7334810495376587,0.5123328566551208,0.7368074059486389,0.5188390612602234,0.7361209392547607,0.47915884852409363,0.7258505821228027,0.4940361976623535,0.7391112446784973,0.5024973750114441,0.7414012551307678,0.5090599060058594,0.7400248050689697,0.1463448405265808,0.006969869136810303
