frame,0x_L,0y_L,1x_L,1y_L,2x_L,2y_L,3x_L,3y_L,4x_L,4y_L,5x_L,5y_L,6x_L,6y_L,7x_L,7y_L,8x_L,8y_L,9x_L,9y_L,10x_L,10y_L,11x_L,11y_L,12x_L,12y_L,13x_L,13y_L,14x_L,14y_L,15x_L,15y_L,16x_L,16y_L,17x_L,17y_L,18x_L,18y_L,19x_L,19y_L,20x_L,20y_L,0x_R,0y_R,1x_R,1y_R,2x_R,2y_R,3x_R,3y_R,4x_R,4y_R,5x_R,5y_R,6x_R,6y_R,7x_R,7y_R,8x_R,8y_R,9x_R,9y_R,10x_R,10y_R,11x_R,11y_R,12x_R,12y_R,13x_R,13y_R,14x_R,14y_R,15x_R,15y_R,16x_R,16y_R,17x_R,17y_R,18x_R,18y_R,19x_R,19y_R,20x_R,20y_R,x_Body,y_Body
1,0.47501808404922485,0.6785699129104614,0.4846643805503845,0.6564213037490845,0.4936649799346924,0.6486239433288574,0.4982299506664276,0.6473682522773743,0.49889904260635376,0.646449863910675,0.48610422015190125,0.6784893870353699,0.5033549070358276,0.6984952092170715,0.5110814571380615,0.7002196907997131,0.5127241611480713,0.6992347836494446,0.4816676080226898,0.6991311311721802,0.49928829073905945,0.7213139533996582,0.5069220662117004,0.7195190787315369,0.5103011131286621,0.7143130302429199,0.4762970209121704,0.7116215825080872,0.49290475249290466,0.7303581237792969,0.5006209015846252,0.7267693877220154,0.5031790733337402,0.7215282320976257,0.4721364676952362,0.7210357189178467,0.47478386759757996,0.7333471179008484,0.4718497693538666,0.7337902188301086,0.4674578309059143,0.7325595617294312,0.4567641317844391,0.6676715612411499,0.47087958455085754,0.653784990310669,0.48420560359954834,0.6539958119392395,0.4963465631008148,0.6616151928901672,0.5062437057495117,0.6652119755744934,0.4845195412635803,0.6822702884674072,0.5011960864067078,0.6984776854515076,0.5101280212402344,0.7049768567085266,0.5163924694061279,0.7089938521385193,0.4796685576438904,0.6986208558082581,0.49861204624176025,0.7137198448181152,0.5089267492294312,0.7194533348083496,0.515947699546814,0.7222204208374023,0.47458887100219727,0.7101446986198425,0.4923514723777771,0.7257267236709595,0.5022475719451904,0.729801595211029,0.5087399482727051,0.7304534316062927,0.46988627314567566,0.7170995473861694,0.48355424404144287,0.7307407855987549,0.49172040820121765,0.7334007024765015,0.4976755678653717,0.7323445677757263,0.14597290754318237,0.008401453495025635
2,0.481391966342926,0.6785429120063782,0.49018386006355286,0.6570619940757751,0.49565181136131287,0.6494441628456116,0.49702075123786926,0.6480560302734375,0.4960229694843292,0.646485447883606,0.4866160452365875,0.6801705956459045,0.503147542476654,0.7010711431503296,0.5113162994384766,0.7021270990371704,0.5131569504737854,0.699678897857666,0.48197808861732483,0.6994239091873169,0.4988667368888855,0.7214838266372681,0.5067686438560486,0.7192413210868835,0.510590672492981,0.7135286331176758,0.4769921898841858,0.7111673951148987,0.4918615520000458,0.7300142049789429,0.4998619854450226,0.7260226607322693,0.5028338432312012,0.7207618355751038,0.4734324514865875,0.7202755808830261,0.47337770462036133,0.7321274876594543,0.47020572423934937,0.7328711152076721,0.4655706584453583,0.7321104407310486,0.4572429656982422,0.6667652726173401,0.47143858671188354,0.6531609296798706,0.4846354126930237,0.653479814529419,0.4967116415500641,0.6611757278442383,0.5072809457778931,0.6656162142753601,0.4847036898136139,0.6814799904823303,0.5015991926193237,0.6981287002563477,0.5106779336929321,0.7048032879829407,0.5170900225639343,0.708815336227417,0.479860782623291,0.69832843542099,0.4989352226257324,0.7133381366729736,0.509407639503479,0.7189573645591736,0.5162811875343323,0.7212969064712524,0.47488585114479065,0.710240364074707,0.49306464195251465,0.7259665727615356,0.5028923153877258,0.7299846410751343,0.5092657208442688,0.7301499843597412,0.4704515337944031,0.7174146771430969,0.484647274017334,0.7314448952674866,0.4928431510925293,0.7338429689407349,0.49891987442970276,0.7325332164764404,0.1458887755870819,0.008389055728912354
3,0.4803936779499054,0.6803388595581055,0.4891505241394043,0.6580101847648621,0.49562767148017883,0.6498757004737854,0.4972367286682129,0.6481718420982361,0.49570432305336,0.6465928554534912,0.4864572584629059,0.6806375980377197,0.5027284026145935,0.7010268568992615,0.5109816789627075,0.7016650438308716,0.5129152536392212,0.6993969082832336,0.48215118050575256,0.6999142169952393,0.49869295954704285,0.7217046618461609,0.506525993347168,0.7188155055046082,0.5099770426750183,0.7134844660758972,0.47730985283851624,0.7116802334785461,0.4922654628753662,0.7302473783493042,0.4999951422214508,0.7263317108154297,0.5023685693740845,0.7218608260154724,0.47388601303100586,0.7210336327552795,0.4741065800189972,0.7318561673164368,0.47055432200431824,0.7323145866394043,0.465352326631546,0.7318161725997925,0.4572669267654419,0.6671454310417175,0.47164830565452576,0.653295636177063,0.4848331809043884,0.6533812880516052,0.49675849080085754,0.6610824465751648,0.507337212562561,0.6656810641288757,0.4844060242176056,0.6812810301780701,0.5012332797050476,0.6976991891860962,0.510188639163971,0.7041635513305664,0.5166006088256836,0.7079607248306274,0.4795724153518677,0.6984185576438904,0.49874696135520935,0.7135235071182251,0.5092300176620483,0.7189136147499084,0.516197919845581,0.7211952805519104,0.4746658504009247,0.7104613184928894,0.4928624927997589,0.7262495160102844,0.5027828812599182,0.7300434112548828,0.5093075633049011,0.7301596403121948,0.47023648023605347,0.7176181674003601,0.48432064056396484,0.7316349744796753,0.4925617575645447,0.7339711785316467,0.4987267851829529,0.732705295085907,0.14582327008247375,0.00836518406867981
4,0.4771314859390259,0.679328441619873,0.48674654960632324,0.657289445400238,0.4944747984409332,0.6499538421630859,0.4975021779537201,0.6481828093528748,0.4970381557941437,0.6465336680412292,0.4866241216659546,0.6780459880828857,0.5028419494628906,0.6983482837677002,0.5110754370689392,0.7004310488700867,0.513421356678009,0.6995194554328918,0.48199641704559326,0.6976779699325562,0.49858325719833374,0.7207254767417908,0.5073257684707642,0.7194496989250183,0.5122738480567932,0.7147201895713806,0.4766976535320282,0.7098128199577332,0.49215731024742126,0.7291221022605896,0.5012509226799011,0.7271168231964111,0.5051882266998291,0.7229934930801392,0.4725441038608551,0.7196581363677979,0.4733559489250183,0.7308955192565918,0.47022855281829834,0.7329649925231934,0.46556317806243896,0.7332489490509033,0.45774292945861816,0.6672780513763428,0.4717830419540405,0.6531868577003479,0.48470646142959595,0.6532232761383057,0.496628075838089,0.6612073183059692,0.5071499943733215,0.666281521320343,0.48467394709587097,0.6811268925666809,0.5014042258262634,0.6981750130653381,0.510388970375061,0.7048119306564331,0.5167010426521301,0.7085707783699036,0.4798619747161865,0.698306679725647,0.4989493489265442,0.7137689590454102,0.5094323754310608,0.7192214131355286,0.5162143707275391,0.7213259339332581,0.47490522265434265,0.7104980945587158,0.49324488639831543,0.7262604236602783,0.5030980706214905,0.7300774455070496,0.5094260573387146,0.7301090955734253,0.470409631729126,0.7178375720977783,0.4847540557384491,0.7319135665893555,0.4930409789085388,0.734228789806366,0.49921125173568726,0.7328956723213196,0.14579635858535767,0.00836971402168274
5,0.48247280716896057,0.6766901016235352,0.4912066161632538,0.6564383506774902,0.4963269531726837,0.6490358114242554,0.4977946877479553,0.6475145220756531,0.49651864171028137,0.6450507044792175,0.4866046905517578,0.6798772215843201,0.5024651288986206,0.7011533975601196,0.5107071399688721,0.7020675539970398,0.5127496719360352,0.6996217966079712,0.4819892942905426,0.6983896493911743,0.4982672333717346,0.7211888432502747,0.5063808560371399,0.7188583016395569,0.5108263492584229,0.7139090299606323,0.47684037685394287,0.7097004652023315,0.4908040165901184,0.7293606400489807,0.4990933835506439,0.725519061088562,0.5026696920394897,0.7217459082603455,0.4729948341846466,0.7185022234916687,0.472112238407135,0.7304166555404663,0.46875426173210144,0.7315052151679993,0.46409711241722107,0.7317970991134644,0.45776116847991943,0.6674737334251404,0.47150787711143494,0.6526843309402466,0.48449191451072693,0.6528423428535461,0.49650976061820984,0.6613184809684753,0.5071714520454407,0.6666306853294373,0.4849381446838379,0.6811846494674683,0.501838207244873,0.6983562111854553,0.5108214616775513,0.705115556716919,0.517081618309021,0.7092571258544922,0.4801050126552582,0.6982546448707581,0.4992632269859314,0.7135040760040283,0.509658694267273,0.7191604375839233,0.5164057016372681,0.721816897392273,0.47508132457733154,0.7102600932121277,0.49341675639152527,0.7258942127227783,0.5032840967178345,0.7298507690429688,0.5096936821937561,0.7303335666656494,0.47052323818206787,0.7174508571624756,0.4848829209804535,0.7316808104515076,0.49310481548309326,0.7341384887695312,0.49936097860336304,0.7331511974334717,0.14573994278907776,0.00839206576347351
6,0.48628851771354675,0.6778017282485962,0.493848592042923,0.6577054262161255,0.49700993299484253,0.649567186832428,0.49678516387939453,0.647754430770874,0.49473243951797485,0.6451197266578674,0.48716259002685547,0.6802496910095215,0.5012145638465881,0.7013621926307678,0.5096238255500793,0.7033511996269226,0.512090265750885,0.7013199329376221,0.48225337266921997,0.6984881162643433,0.49711090326309204,0.7199968099594116,0.5054915547370911,0.7188382744789124,0.5109257102012634,0.7148151993751526,0.4770449995994568,0.7097517848014832,0.48929068446159363,0.7282792329788208,0.4978708326816559,0.7257097363471985,0.5024269819259644,0.7227360606193542,0.47289133071899414,0.7184226512908936,0.47052475810050964,0.7303487062454224,0.46757614612579346,0.7320732474327087,0.46394652128219604,0.7324795126914978,0.4576447904109955,0.6671872735023499,0.4714408218860626,0.6526433229446411,0.4844972491264343,0.6530405879020691,0.4964815378189087,0.6614790558815002,0.5071472525596619,0.6666175127029419,0.484683632850647,0.6811777949333191,0.5016339421272278,0.6983495950698853,0.5107331871986389,0.7050780653953552,0.5170429348945618,0.7091488242149353,0.4798961579799652,0.6983994841575623,0.499121755361557,0.713761568069458,0.5096358060836792,0.7193624973297119,0.5164413452148438,0.7218375205993652,0.474943071603775,0.710422694683075,0.4933367967605591,0.7261539101600647,0.5032384991645813,0.7299781441688538,0.5096631050109863,0.7301476001739502,0.47049853205680847,0.7176038026809692,0.48495274782180786,0.7316173315048218,0.4932085871696472,0.7338865995407104,0.49937695264816284,0.7326854467391968,0.1456962525844574,0.008380383253097534
7,0.48562830686569214,0.6776886582374573,0.49349963665008545,0.6573124527931213,0.4971468448638916,0.6492947340011597,0.4975036382675171,0.647426962852478,0.49584275484085083,0.6447119116783142,0.48640960454940796,0.679978609085083,0.500620424747467,0.7008669972419739,0.5095592737197876,0.7031435370445251,0.512653112411499,0.7017204165458679,0.4816477298736572,0.6981103420257568,0.4964465796947479,0.7194584608078003,0.5055832266807556,0.7189101576805115,0.5117182731628418,0.715552031993866,0.4766179025173187,0.7092559933662415,0.4889075756072998,0.727945864200592,0.4980572760105133,0.7256661653518677,0.5030078887939453,0.7228581309318542,0.472677618265152,0.7180042862892151,0.47018152475357056,0.7298522591590881,0.4672660529613495,0.7320574522018433,0.463541716337204,0.7328938841819763,0.4575246572494507,0.6669809818267822,0.4713405668735504,0.6523992419242859,0.4845263659954071,0.6528255343437195,0.49659252166748047,0.661282479763031,0.5072572231292725,0.6665480136871338,0.48497381806373596,0.6810885071754456,0.501873791217804,0.6983259916305542,0.510876476764679,0.7050269842147827,0.5171818733215332,0.7091012597084045,0.4800647795200348,0.6981009244918823,0.4991971254348755,0.7137604355812073,0.509675920009613,0.7193725109100342,0.5165465474128723,0.721847414970398,0.47492551803588867,0.7099723815917969,0.49312523007392883,0.7261281609535217,0.5030259490013123,0.7300640940666199,0.50953608751297,0.7302516102790833,0.47026339173316956,0.7169723510742188,0.48448920249938965,0.7315700054168701,0.4926993250846863,0.7340720295906067,0.4989432990550995,0.7329077124595642,0.14566174149513245,0.008386373519897461
8,0.49092304706573486,0.678741991519928,0.4970395565032959,0.6579216122627258,0.4984179735183716,0.6493037939071655,0.49698418378829956,0.6472625136375427,0.4941759407520294,0.6444308161735535,0.48725542426109314,0.6833285093307495,0.5007238984107971,0.7040241360664368,0.5091868042945862,0.7044336199760437,0.5116077661514282,0.7012560367584229,0.48244932293891907,0.7010371685028076,0.4968702495098114,0.7220748662948608,0.5051449537277222,0.7197410464286804,0.5105085968971252,0.7151178121566772,0.47767481207847595,0.7113909721374512,0.4892320930957794,0.7297033071517944,0.497639924287796,0.7260754704475403,0.5019684433937073,0.7225024104118347,0.47411537170410156,0.7193321585655212,0.4706857204437256,0.7309019565582275,0.4672339856624603,0.7319908738136292,0.46315300464630127,0.7321187853813171,0.45723584294319153,0.6665524244308472,0.4712459444999695,0.6523653864860535,0.4845018684864044,0.6529870629310608,0.4965677559375763,0.661279559135437,0.5072451829910278,0.6663947105407715,0.48453259468078613,0.681321918964386,0.5015940070152283,0.6979119181632996,0.5106841325759888,0.7044839859008789,0.5171147584915161,0.7086104154586792,0.47972550988197327,0.6984583139419556,0.4990241825580597,0.7136121988296509,0.509636402130127,0.7191100716590881,0.5166064500808716,0.7215389609336853,0.4748082458972931,0.7102976441383362,0.49309659004211426,0.72608482837677,0.503105878829956,0.7299512624740601,0.5096939206123352,0.7300970554351807,0.47041255235671997,0.7171667218208313,0.48466604948043823,0.7313964366912842,0.4929046332836151,0.7337234616279602,0.4991564452648163,0.7325555682182312,0.1456383466720581,0.00837719440460205
9,0.4863743185997009,0.6779946684837341,0.4943065941333771,0.6573745608329773,0.49773839116096497,0.6487826108932495,0.4980994164943695,0.6465121507644653,0.49664372205734253,0.643780529499054,0.48722273111343384,0.681996762752533,0.5012015104293823,0.7027573585510254,0.5096629858016968,0.7036672234535217,0.5122578144073486,0.7009609341621399,0.4823106527328491,0.6999334096908569,0.49697911739349365,0.7213301658630371,0.5054745674133301,0.719516932964325,0.5112372040748596,0.7152377367019653,0.47713643312454224,0.7105346918106079,0.4891452491283417,0.7292474508285522,0.4976852536201477,0.7260720133781433,0.5021765232086182,0.7226828932762146,0.4729937016963959,0.7187240719795227,0.4702422618865967,0.7305063009262085,0.4669637084007263,0.7321135997772217,0.4629259705543518,0.7324662804603577,0.45731139183044434,0.6668669581413269,0.4713234007358551,0.6526852250099182,0.48455530405044556,0.6527273654937744,0.4966585040092468,0.660841703414917,0.5073036551475525,0.6662413477897644,0.48478204011917114,0.6812950372695923,0.5016902089118958,0.6980018615722656,0.5107186436653137,0.7047058343887329,0.5170472264289856,0.7088325619697571,0.4800012707710266,0.6984279751777649,0.4991953372955322,0.7137895822525024,0.5096575617790222,0.7193698883056641,0.5165071487426758,0.7218770980834961,0.4750939607620239,0.7104072570800781,0.4933309257030487,0.7263315320014954,0.5031581521034241,0.7302148342132568,0.5095429420471191,0.7304248213768005,0.47066009044647217,0.7175928950309753,0.4848252236843109,0.731773316860199,0.4930468201637268,0.7341138124465942,0.4992262125015259,0.7328811287879944,0.14562144875526428,0.008363604545593262
10,0.48619136214256287,0.6780891418457031,0.49344316124916077,0.6574157476425171,0.49694323539733887,0.6488765478134155,0.4975055754184723,0.6468117237091064,0.49583303928375244,0.6439027786254883,0.4870065748691559,0.6805174350738525,0.5005453824996948,0.7005190849304199,0.5091533660888672,0.702754020690918,0.5120896100997925,0.7014462947845459,0.4823435842990875,0.6985527873039246,0.49637147784233093,0.7194889187812805,0.5053704977035522,0.7192651629447937,0.5117619633674622,0.7160899639129639,0.4772104024887085,0.7097644805908203,0.4885362386703491,0.7283352613449097,0.4974323511123657,0.7262384295463562,0.5024548768997192,0.7238733172416687,0.4731103479862213,0.7186180949211121,0.4698943495750427,0.7304890751838684,0.46664726734161377,0.732793390750885,0.4626985192298889,0.7338941693305969,0.457324743270874,0.6663116812705994,0.4713253080844879,0.6522634625434875,0.48458531498908997,0.6526765823364258,0.49671822786331177,0.6607934832572937,0.5072256326675415,0.6661033034324646,0.48488935828208923,0.681347131729126,0.5016740560531616,0.6980368494987488,0.5106191039085388,0.7046138644218445,0.5169674754142761,0.7087253928184509,0.4800248146057129,0.6982850432395935,0.4990602135658264,0.7135891914367676,0.5094579458236694,0.7191612720489502,0.516322672367096,0.7217535972595215,0.47495195269584656,0.7100092172622681,0.49291640520095825,0.7259801030158997,0.5027448534965515,0.730077862739563,0.509239912033081,0.7304731011390686,0.47034820914268494,0.7169586420059204,0.48427921533584595,0.7312719225883484,0.4924902319908142,0.7337828874588013,0.49871882796287537,0.7327130436897278,0.1456005573272705,0.008359283208847046
