0.765298247		0.280422211		
0.758967042		0.283350706		
0.759555817		0.297526509		
0.758901894		0.311226219		
0.758293509		0.304002225		
0.758177638		0.327136546		
0.757927895		0.315048754		
0.757889569		0.305423439		
0.757511795		0.290269107		
0.75747472		0.27983585		
0.757353127		0.277091503		
0.757587492		0.28532362		
0.75860393		0.322966725		
0.758611858		0.318906516		
0.758639932		0.3519364		
0.758134425		0.354875356		
0.75774461		0.354328334		
0.757890999		0.360845953		
0.75748384		0.367994368		
0.757631898		0.360256553		
0.757282197		0.37123996		
0.756980479		0.378907174		
0.757459342		0.401523858		
0.757241845		0.414268494		
0.757057071		0.414268494		
0.757090032		0.475787401		
0.757032037		0.50096643		
0.757107317		0.530308425		
0.756957233		0.562374175		
0.756646276		0.584169865		
0.756491959		0.593300581		
0.757079899		0.590314329		
0.755148828		0.582933187		
0.749149084		0.554388165		
0.742236137		0.554388165		
0.725076735		0.539640129		
0.715000868		0.532051444		
0.715000868		0.523773611		
0.631074011		0.515357971		
0.587651312		0.50684762		
0.546353936		0.498081207		
0.495386362		0.488225043		
0.451821864		0.480370432		
0.234465361		0.480047077		
0.341579556		0.488651484		
0.338534236		0.490913421		
0.331403077		0.497795641		
0.31869781		0.511299551		
0.305502236		0.535101414		
0.294065386		0.557180047		
0.285218656		0.565567553		
0.280422211		0.572813988		
0.283350706		0.574772179		
0.297526509		0.576621354		
0.311226219		0.590107679		
0.304002225		0.584479868		
0.327136546		0.587626874		
0.315048754		0.594513059		
0.305423439		0.592390239		
0.290269107		0.588755727		
0.27983585		0.580804527		
0.277091503		0.576328754		
0.28532362		0.57408607		
0.322966725		0.571951747		
0.318906516		0.571284056		
0.3519364		0.5715065		
0.354875356		0.569754839		
0.354328334		0.572280347		
0.360845953		0.570803761		
0.367994368		0.571978271		
0.360256553		0.556078911		
0.37123996		0.537811995		
0.378907174		0.538636684		
0.401523858		0.521686494		
0.414268494		0.508097947		
0.414268494		0.471914381		
0.475787401		0.448216408		
0.50096643		0.433158696		
0.530308425		0.400030255		
0.562374175		0.395448357		
0.584169865		0.364423126		
0.593300581		0.364281893		
0.590314329		0.35702917		
0.582933187		0.350021571		
0.554388165		0.347851962		
0.554388165		0.347410083		
0.539640129		0.34602195		
0.532051444		0.344090968		
0.523773611		0.344500482		
0.515357971		0.346077561		
0.50684762		0.34588787		
0.498081207		0.347122967		
0.488225043		0.349717528		
0.480370432		0.355171978		
0.480047077		0.365788132		
0.488651484		0.378140986		0.378140986
0.490913421		0.378140986		0.378140986
0.497795641		0.428326786		0.428326786
0.511299551		0.461802572		0.461802572
0.535101414		0.461802572		0.461802572
0.557180047		0.506497681		0.506497681
0.565567553		0.523446918		0.523446918
0.572813988		0.539398789		0.539398789
0.574772179		0.536387026		0.536387026
0.576621354		0.522821784		0.522821784
0.590107679		0.508519888		0.508519888
0.584479868		0.476273715		0.476273715
0.587626874		0.463829547		0.463829547
0.594513059		0.450718462		0.450718462
0.592390239		0.440948665		0.440948665
0.588755727		0.440406382		0.440406382
0.580804527		0.446417212		0.446417212
0.576328754		0.457384259		0.457384259
0.57408607		0.480526805		0.480526805
0.571951747		0.458018422		0.458018422
0.571284056		0.496610135		0.496610135
0.5715065		0.524638176		0.524638176
0.569754839		0.550608158		0.550608158
0.572280347		0.558305264		0.558305264
0.570803761		0.561575234		0.561575234
0.571978271		0.561170757		0.561170757
0.556078911		0.557332516		0.557332516
0.537811995		0.552449584		0.552449584
0.538636684		0.542517126		0.542517126
0.521686494		0.51848799		0.51848799
0.508097947		0.527252495		0.527252495
0.471914381		0.505520761		0.505520761
0.448216408		0.487956107		0.487956107
0.433158696		0.470359385		0.470359385
0.400030255		0.465514183		0.465514183
0.395448357		0.445950508		0.445950508
0.364423126		0.442604631		0.442604631
0.364281893		0.437615305		0.437615305
0.35702917		0.433844626		0.433844626
0.350021571		0.429975152		0.429975152
0.347851962		0.426190466		0.426190466
0.347410083		0.423877537		0.423877537
0.34602195		0.423293263		0.423293263
0.344090968		0.424796522		0.424796522
0.344500482		0.426204979		0.426204979
0.346077561		0.425539017		0.425539017
0.34588787		0.425960749		0.425960749
0.347122967		0.427190006		0.427190006
0.349717528		0.426275939		0.426275939
0.355171978		0.426992714		0.426992714
0.365788132		0.426405966		0.426405966
0.378140986		0.426708251		0.426708251
0.378140986		0.430848807		0.430848807
0.428326786		0.429562211		0.429562211
0.461802572		0.427316993		0.427316993
0.461802572		0.420849174		0.420849174
0.506497681		0.391404808		0.391404808
0.523446918		0.391404808		0.391404808
0.539398789		0.391404808		0.391404808
0.536387026		0.347262263		0.347262263
0.522821784		0.34881261		0.34881261
0.508519888		0.340147346		0.340147346
0.476273715		0.332462966		0.332462966
0.463829547		0.327325463		0.327325463
0.450718462		0.326027662		0.326027662
0.440948665		0.325704485		0.325704485
0.440406382		0.32378757		0.32378757
0.446417212		0.318590701		0.318590701
0.457384259		0.314210504		0.314210504
0.480526805		0.308556557		0.308556557
0.458018422		0.304485589		0.304485589
0.496610135		0.303349435		0.303349435
