-0.280585635,-0.032880549,-0.172644297,-0.512133896,-0.362973328,-0.296676223,-0.645799222,-0.599940916,-0.436474957,-0.776833708,-0.756608667,-0.539475314,-0.374394253,-0.880497022,-0.270167079,-0.543566696,-0.901533852,-0.580926681,-0.472388835,-0.60728008,-0.574150327,-0.388234071,-0.491822099,-0.496247298,-0.172565287,-0.936060918,-0.306612427,-0.358601286,-0.824547182,-0.661567437,-0.289886123,-0.465215982,-0.590705542,-0.205049276,-0.434794105,-0.416798998,0.020369268,-0.908610311,-0.378129957,-0.159111536,-0.784591152,-0.704041562,-0.132272363,-0.428378864,-0.583136984,-0.058468056,-0.363120971,-0.403571408,0.211580434,-0.828158684,-0.481315629,0.052221201,-0.72803549,-0.644477353,0.015004361,-0.472017289,-0.619304159,0.053465789,-0.408563804,-0.532980029,0
-0.30688609,0.042519048,-0.195885948,-0.570214501,-0.053018098,-0.380204819,-0.815133095,-0.192583854,-0.477791502,-1.049051909,-0.322570614,-0.563949828,-0.57521535,-0.623017868,-0.590630177,-0.662117053,-0.327166272,-0.798608255,-0.563041312,-0.039211772,-0.766901674,-0.449573115,0.128331893,-0.711066816,-0.373498548,-0.713031009,-0.593368026,-0.478893318,-0.330032414,-0.868046229,-0.347966537,0.027817859,-0.876449969,-0.199737843,0.232483746,-0.847529045,-0.16342109,-0.694317221,-0.595129874,-0.256119127,-0.341061992,-0.860706463,-0.169701105,-0.01764198,-0.860192677,-0.071764448,0.133132758,-0.842045513,0.040187428,-0.594433247,-0.596655258,-0.04287601,-0.387305181,-0.785129631,-0.016431319,-0.149311561,-0.81201154,0.038660662,-0.012770767,-0.811562419,0
-0.400676438,-0.164144981,-0.099247539,-0.743296223,-0.562499227,-0.101871355,-0.984681958,-0.890213774,-0.144316483,-1.260412006,-1.02442883,-0.156431251,-0.526893106,-0.904870068,0.12087061,-0.56789188,-1.253036123,-0.20592598,-0.489832797,-0.921897079,-0.304487591,-0.450721494,-0.68996349,-0.221391111,-0.3223954,-0.943482764,0.076821088,-0.35995647,-1.242722578,-0.280646007,-0.273728298,-0.817372479,-0.319736924,-0.251945209,-0.639556933,-0.213228321,-0.09676884,-0.922007195,-0.025302561,-0.124449649,-1.176011438,-0.336944936,-0.077831817,-0.784192348,-0.295580946,-0.065646163,-0.617852232,-0.147600787,0.134461416,-0.86533266,-0.147973234,0.110148969,-1.077146811,-0.267043403,0.106890292,-0.829506019,-0.165706773,0.099319446,-0.718293077,-0.005407038,0
-0.319495477,0.173189214,-0.056357653,-0.650657518,0.164105632,-0.259884957,-0.948566365,0.07755496,-0.428444345,-1.187990329,0.017690978,-0.6111929,-0.61101935,-0.193923049,-0.809945557,-0.70338081,0.289579929,-1.059068265,-0.67701456,0.525420788,-1.124855571,-0.695027819,0.615994839,-1.219206226,-0.404587072,-0.286499977,-0.868462472,-0.455887857,0.33054905,-1.038436113,-0.391012606,0.503255237,-0.921688193,-0.377436035,0.470678308,-0.879081228,-0.166704662,-0.27498232,-0.904637633,-0.223649175,0.337516365,-1.072553677,-0.169854595,0.488049373,-0.95828061,-0.148011325,0.451592972,-0.920472208,0.0404269,-0.193598138,-0.935096784,0.039370871,0.276872595,-1.120680259,0.065896815,0.389029987,-1.129700437,0.091000777,0.384672751,-1.180716168,0
-0.302584323,-0.104743657,-0.17461211,-0.577478484,-0.469589151,-0.314323331,-0.799809273,-0.67482244,-0.42311202,-1.052365594,-0.719219512,-0.481619332,-0.27405069,-0.947255697,-0.222085153,-0.434645813,-1.050074998,-0.541834293,-0.392083483,-0.728124947,-0.561304146,-0.33843314,-0.629946863,-0.498158305,-0.064123378,-0.9643137,-0.256879896,-0.277489415,-1.009005661,-0.610805226,-0.240263975,-0.619678679,-0.546660152,-0.179713247,-0.628292198,-0.379208495,0.125701335,-0.906474312,-0.326600458,-0.078423322,-0.952110401,-0.642426563,-0.073389108,-0.585341117,-0.43909512,-0.004783353,-0.583603917,-0.21770683,0.311028666,-0.790363184,-0.43118683,0.159226146,-0.833766155,-0.54519289,0.109291155,-0.605942748,-0.386938831,0.146193533,-0.605800754,-0.21627365,0
-0.302147502,-0.070471035,-0.289066878,-0.627651986,-0.30058803,-0.485319197,-0.902524498,-0.426772094,-0.641070198,-1.203233709,-0.460119695,-0.814995935,-0.577646024,-0.722337269,-0.45354523,-0.669089737,-0.882864042,-0.692036723,-0.703868853,-1.047784994,-0.872714009,-0.727323136,-1.182835391,-0.998046418,-0.389302889,-0.809485436,-0.439518589,-0.487601393,-0.962928718,-0.788844177,-0.476719743,-0.871779572,-0.992992017,-0.461301851,-0.798740406,-1.081356662,-0.202638963,-0.849204547,-0.428804466,-0.310807459,-0.999114913,-0.665798883,-0.293303384,-0.904402973,-0.762358086,-0.262773052,-0.829319611,-0.816944887,-0.00813147,-0.856689457,-0.441026467,-0.112496587,-0.987358671,-0.609629118,-0.122840419,-0.878640138,-0.659902212,-0.079270056,-0.781202121,-0.698776664,0
-0.329430655,-0.293769836,-0.051071534,-0.574056757,-0.648187263,-0.101714392,-0.792207008,-0.883864627,-0.195111545,-1.022411279,-0.980352212,-0.233291902,-0.413230977,-0.98723681,0.116593326,-0.421745291,-1.218171919,-0.072940148,-0.411395685,-0.993135819,-0.13264022,-0.430621958,-0.899586603,-0.067957674,-0.245742692,-0.967513176,0.059403556,-0.278333514,-1.242821987,-0.207957416,-0.259175558,-0.922120856,-0.317474426,-0.278646319,-0.881312636,-0.247769132,-0.079732851,-0.92711836,-0.034331638,-0.107816021,-1.190648545,-0.227318398,-0.114040349,-0.894102123,-0.255649889,-0.121975597,-0.857703334,-0.176778379,0.085549781,-0.859170141,-0.127934407,0.078453852,-1.055623082,-0.214237564,0.038163012,-0.859571408,-0.171147631,0.026871988,-0.80830923,-0.071666131,0
-0.311176914,-0.06191028,-0.253553526,-0.613504658,-0.389519977,-0.454900516,-0.837566891,-0.627524739,-0.670669431,-1.065245954,-0.782436222,-0.874923737,-0.449936355,-0.924457119,-0.185485765,-0.5591987,-1.071784572,-0.657553141,-0.487970052,-0.709414308,-0.8360203,-0.433748038,-0.558701567,-0.796483736,-0.247302006,-0.945833858,-0.210333144,-0.336718622,-1.049168127,-0.703829219,-0.28751881,-0.589759691,-0.71416291,-0.286512868,-0.562135081,-0.542793246,-0.029391886,-0.895727475,-0.301915165,-0.108479051,-0.959897995,-0.728974068,-0.097840923,-0.553841973,-0.654005384,-0.086422559,-0.556598096,-0.461933801,0.189248992,-0.799607826,-0.421732006,0.105937653,-0.847754166,-0.612161674,0.058918028,-0.571560604,-0.471323327,0.058099155,-0.582998148,-0.272840814,0
-0.272092598,-0.164120535,-0.085048122,-0.459839276,-0.46059234,-0.168199324,-0.642142175,-0.593927448,-0.264854289,-0.826542746,-0.637535669,-0.307973439,-0.201420552,-0.979229043,-0.209242328,-0.453285112,-0.88505786,-0.395166672,-0.404123361,-0.626721046,-0.304379043,-0.313881087,-0.602334015,-0.204684759,-0.031570703,-0.963670784,-0.265220496,-0.34242619,-0.808539848,-0.48995169,-0.282164741,-0.529896078,-0.357786011,-0.178249284,-0.575914426,-0.188476974,0.095020882,-0.878749655,-0.361207125,-0.211785592,-0.75223952,-0.557065491,-0.177270508,-0.50012716,-0.396933082,-0.086964271,-0.514746908,-0.247360825,0.196019568,-0.734513183,-0.480054553,-0.028299373,-0.685615337,-0.595772757,-0.038578132,-0.521721434,-0.564225235,0.033639386,-0.521943235,-0.505882684,0
-0.245810663,-0.174461485,-0.159252229,-0.410002809,-0.497771255,-0.288308698,-0.573362538,-0.646337604,-0.413459461,-0.79213958,-0.668416914,-0.496319906,-0.176064749,-0.97712138,-0.250571587,-0.391481519,-0.948122092,-0.534623665,-0.36918805,-0.675493741,-0.513701736,-0.293668094,-0.615661772,-0.437923618,0.014444286,-0.95741361,-0.288358357,-0.248992707,-0.902281872,-0.592289824,-0.234763113,-0.567065431,-0.491194241,-0.156283523,-0.5809611,-0.311014694,0.166027667,-0.864239646,-0.37543489,-0.093011704,-0.837803168,-0.66148934,-0.116247507,-0.529724766,-0.509956482,-0.04048598,-0.515372212,-0.334003226,0.291885891,-0.705287919,-0.481262419,0.084019156,-0.708887812,-0.659935268,0.01578442,-0.523420118,-0.603441837,0.06241678,-0.513086371,-0.49536626,0
