0,0,1.1778224366174928
8,8,0.9490650551782838
13,13,0.5722210066782227
16,16,0.18863412313330064
17,17,0.10190245084631333
36,36,0.37806931562554946
37,37,0.37174955434930435
38,38,0.364537153912903
39,39,0.3290129048360597
40,40,0.3242909056676637
41,41,0.31530872411859145
43,43,0.3149538380635988
69,69,0.3357510907186281
70,70,0.2749849898351442
71,71,0.23847976751458755
72,72,0.1918548686040651
73,73,0.13665536470544448
115,115,0.21587709016931167
119,119,0.08171578817236314
125,125,0.09752293996679673
140,174,0.6721264975534669
165,183,0.754844750689148
188,188,0.7449311869608155
193,193,0.6599723952280274
211,211,0.7662212508188477
212,212,0.7467908518778077
217,217,0.6615624087320557
218,218,0.5186006682382811
219,219,0.18752452306616196
220,222,0.06502607580438247
221,269,3.8322750293766017
270,270,3.746385421084045
273,273,2.88075169496405
280,280,2.9324488299356686
281,281,2.049803818987487
282,282,0.4239317519201051
285,285,0.3952526194585573
286,286,0.3718254906667482
287,287,0.3575773579610597
291,291,0.3573882920278322
292,292,0.34413353033197036
293,293,0.30684104986322036
307,307,0.3001059634221803
308,308,0.2541009528173219
309,309,0.20970455236566177
310,310,0.12587711566455095
326,326,0.2998916762338866
327,330,0.02838787400735432
343,343,0.09494265489447007
344,344,0.03249946150897187
380,380,0.2909807818399657
381,381,0.2591402190195311
382,382,0.1650380747781981
383,385,0.04437717246658324
388,388,0.03269412854876674
419,421,2.6686617391573177
434,434,2.6315271513925778
