0,1,0.0563356476540221
1,3,0.03056355129916366
5,5,0.02396371080682369
16,17,0.04594592146505738
18,18,0.041890758924072125
27,27,0.034881371555724905
30,31,0.02633365141378785
37,46,0.017939028012983724
46,72,0.015920180555725305
59,86,0.015295648254334049
72,104,0.016614339636138897
76,106,0.017891745382965007
126,126,0.26640055600903334
127,127,0.1413086456467897
128,129,0.022051983851211543
152,154,0.02045290705720515
162,164,0.022809405061340216
165,171,0.0189222002151338
172,179,0.02156481778704822
186,186,0.022953653452270406
197,197,0.13250686701037584
203,203,0.08375265176989732
204,204,0.05980934657305903
205,207,0.04120184968975826
209,213,0.021461210228911898
231,231,0.04322793127453617
234,235,0.023060045725372347
241,242,0.021941623297637824
250,250,0.02573325081689426
263,268,0.023802894022704746
269,272,0.024574597117034913
276,284,0.05683412093518048
285,301,0.01779826121832251
301,306,0.020491918765227712
319,319,0.2267934280226439
324,324,0.09213004514501966
326,326,0.023038051503662005
335,335,0.06371311275790414
343,343,0.1204624372313231
344,344,0.04799630236444086
345,347,0.0218720042171322
365,365,0.14266063745715318
367,367,0.035299322159423885
368,370,0.026956638601715155
370,373,0.0235092853136597
372,383,0.021951544686385716
384,385,0.021855438267486593
393,393,0.05935738395642087
407,409,0.08374019458218374
417,417,0.04384424330151371
419,422,0.021434266578216676
432,432,0.050618866195190404
435,436,0.02961267723400851
440,441,0.033180555851593074
