0,0,2.431304691905396
1,1,1.7582082735246582
4,4,1.7485070215410157
6,6,0.09646343979138239
31,31,0.30711483823718244
35,35,0.07743227462799118
44,54,0.1485918747133177
57,66,0.06235802329235862
100,117,0.5134645091241758
119,119,0.175784467745423
140,184,2.999563933735473
187,187,3.0162396444135737
188,188,2.8453271402174067
189,189,2.83676803243695
192,192,2.7690731300169062
193,193,2.5055694593244624
194,194,0.6009263979143065
219,219,0.6108229147142332
221,221,0.48074555265368635
224,225,0.22028434401818786
237,237,0.7031149851030272
240,240,0.37744426595629865
242,242,0.2498433576768797
274,274,0.604047535533325
282,282,0.44601631032885725
283,283,0.4418754564470213
284,284,0.4146964536851805
286,286,0.3546106802171629
287,287,0.28235030042590314
303,303,0.3156073080247801
304,304,0.2773663984483641
310,310,0.0784065719907232
351,351,1.5707252038770751
352,352,1.0799255384260253
353,353,0.3485692726962897
354,354,0.12260699277337639
384,384,0.8362143026536863
385,385,0.6625928865617674
386,387,0.03815311230093421
404,404,0.7596735941118162
406,406,0.5061454759782713
410,410,0.6157386289781492
412,412,0.6407325254625242
414,414,0.5259478079027098
420,420,0.778859137172119
421,421,0.628402947062866
423,423,0.4679231630510252
427,427,0.6033780561632078
429,429,0.5405585752672117
431,431,0.6183080660051268
433,433,0.6811430441087645
439,439,0.7473905073350828
442,442,0.4558632360643309
446,448,0.644026635760681
452,452,0.6187760816759031
