0,0,0.4570822915312704
1,1,0.09442748634785976
4,4,0.023317833611775824
20,20,0.06490925818848672
29,29,0.04787077515096035
36,44,0.011112048845118221
40,63,0.008916972153625635
58,70,0.009032094567646826
82,96,0.009614805589396017
85,105,0.012140194049326352
89,109,0.009620769243997945
103,116,0.011462766605336922
122,122,0.019022724417683674
129,138,0.011631277701436423
150,162,0.0127327878067424
174,180,0.011187453765889551
205,211,0.01327922221712204
211,218,0.012835425739023668
239,239,0.07592556865244542
244,245,0.040821294693461
246,247,0.013542910241231406
257,258,0.01934952566457663
266,269,0.014075318028879994
276,277,0.015240200925715134
285,293,0.012163062310597791
303,308,0.011374194889760289
315,315,0.01636474882015349
319,319,0.019681235757039246
333,333,0.05234016983479824
336,336,0.021903772788228488
339,339,0.021265168110921235
344,349,0.016373951913624746
354,358,0.012060184731526888
360,370,0.019205966189799008
375,375,0.01600561397159831
386,386,0.01859917304536936
391,391,0.02352318976822935
420,428,0.43770505794197584
435,435,0.4049589833495077
436,436,0.3523647585633341
442,442,0.31594147293538416
