0,0,0.9013027564506834
1,1,0.6701154128532713
2,2,0.6467877014655764
3,4,0.2728571313564453
6,9,0.33952647497021504
19,19,0.20951384277612306
35,38,0.6743538959998782
61,61,0.7577353104133303
62,62,0.7109988316077883
63,63,0.7098117455024416
64,64,0.6983810051459963
104,104,0.8697770222205813
115,115,0.7047720535773928
120,165,4.434101285121947
126,171,4.660233707807571
140,173,4.692349137447386
180,183,4.810471685312301
187,187,4.709445537708312
188,188,4.625557603023558
192,192,4.05549436964801
193,193,3.468210639141112
194,194,1.5940465346794426
195,195,0.37586754604241934
196,196,0.10235541916094959
199,201,0.06846523256021075
218,219,0.13458055229455568
232,232,0.23410945973584008
234,234,0.22845953674584962
239,241,0.22157001452700842
243,243,0.219526587345093
244,245,0.08046460226687657
252,255,0.06974029158975215
261,263,0.11706829027273569
265,268,0.03514653643707277
281,281,0.15001851163098168
310,311,0.1590729360189208
344,344,2.342691840312988
345,345,2.333954514644653
350,350,2.245078028820068
351,351,2.0568737403374016
352,352,1.8255686179619133
353,353,1.7337972537498771
354,354,1.3191539660911857
355,355,0.06542915236596702
387,387,0.05974310800000027
392,393,0.10649907560617067
407,407,0.18650311203271486
422,422,0.06073254359643554
438,440,0.15056282239215124
