0,1,0.14396187609318034
1,2,0.1410203286986491
2,3,0.1405163118224284
3,4,0.13823905676413983
4,12,0.13257101327424115
7,22,0.13138571507874552
17,32,0.12859249264245098
25,40,0.11402847166784925
46,47,0.15250679796818037
47,60,0.11330235037597143
66,78,0.10856351060041304
70,92,0.10557505730372109
98,108,0.1261197351552481
104,117,0.10128048087217213
107,124,0.11991312159101616
122,141,0.104309919073054
127,155,0.10987834588283031
151,162,0.099830567574651
177,187,0.11572623371578462
196,202,0.11504000625818386
216,223,0.12606939580971263
227,238,0.11671358209847517
236,271,0.12322020581814065
250,280,0.12121361558306377
275,283,0.113640653811694
289,309,0.10820574218147791
299,315,0.11008879669530457
318,324,0.12246951793384821
328,344,0.11094837444028721
332,352,0.10254812888028464
368,373,0.12214300141846725
371,378,0.12045586206824241
386,386,0.17445453679890943
389,409,0.11369013827094522
413,446,0.12694150298644513
429,453,0.12632039352413432
