0,0,1.3435109558163454
2,2,0.995628088956909
7,7,0.8341828289089964
12,12,0.6162308754978941
16,16,0.4882549347935484
35,38,0.07285174714094567
38,45,0.09364995433244327
73,73,0.26343384409530624
74,74,0.13462492848022445
75,77,0.07794838814431782
171,171,4.265318244451446
172,172,4.2038183507861335
173,173,4.122470408433839
174,174,4.108123868459626
175,175,4.087280899042054
176,176,4.0583166179599
177,177,4.0375488099993895
178,178,4.02882853125946
185,185,4.0203934011401365
186,186,3.9780286846102904
192,192,3.8014395532550047
195,195,3.7822121677340697
197,197,3.3768889007510374
198,198,3.128599613660735
199,199,2.930882364267272
200,200,2.662560611719055
201,201,2.399394005292816
202,202,2.1570990381182864
203,203,1.969079166406555
204,204,1.8309479055346678
205,205,1.7931990323008726
206,206,1.7394089994372557
207,207,1.6997345981539915
221,221,1.7270089087428282
222,222,1.6034426984729002
223,223,1.3691202697695921
224,224,1.2416572866381834
225,225,1.1370674071253966
273,273,2.006926268583374
281,281,1.252220005041199
282,283,0.15965646517875676
338,338,1.547202557081146
339,339,1.5354688463153074
340,340,1.4219626483859251
341,341,1.1527335343302916
342,342,1.1185195741595457
343,343,1.060880034917755
344,344,1.0539217886866759
345,345,1.0082538423480227
346,346,0.9775120315493776
347,347,0.9293560085238649
365,365,0.964907377714081
366,366,0.9480572638453676
367,367,0.8194846806468202
368,368,0.7889009413661195
370,370,0.7856387791575624
376,376,0.7377066907824709
378,378,0.7231315669955446
383,383,0.6776511368693544
384,384,0.5672645268382265
385,385,0.3748047051371767
386,386,0.3716502485217287
387,387,0.2512389414997561
419,437,1.7139406206665804
438,445,1.7916357221661379
451,451,1.8061715664921572
