0,0,14.659766927654665
2,2,14.648529127533358
3,3,14.61038042634241
4,4,14.593737975056094
5,5,14.576450065071505
6,6,14.57318092911951
7,7,14.552998915607851
8,8,14.548290863926333
9,9,14.541991249020022
17,17,14.525281384880465
19,19,14.50965632527582
20,20,14.490154639179629
23,23,14.482135609085482
24,24,14.479618862564486
25,25,14.474598542148989
27,27,14.469545677597445
28,28,14.4537865671467
29,29,14.445669904644411
31,31,14.37735356419794
32,32,14.065548971588534
33,33,13.706985429222506
34,34,12.821058109695834
35,35,12.300297692711275
36,36,7.965407923157137
37,37,5.735685184891144
38,39,1.4202998733655545
66,66,5.427227512350678
67,75,0.9212709782163082
85,95,1.0962648111433562
119,143,0.6769832011056902
169,177,1.5293737194426122
218,221,1.0333800598761977
280,280,13.760495737488192
281,281,12.929478124077242
282,282,8.854419187004485
283,283,8.066926256115359
284,284,4.27623720496408
285,297,0.9528878783621064
313,321,0.7317809791046375
326,340,0.963103981271225
355,381,0.5078723282118152
396,447,15.081158489282053
397,448,15.121876597697653
398,449,15.160500720436492
399,450,15.195480570490279
400,451,15.226142391855635
401,452,15.250133797819533
