0,1,1.4219099284400327
35,37,0.7332876017438811
40,54,0.39693024681629946
51,58,0.32518115569685374
60,73,0.20701857871388268
87,98,0.3462353931154481
100,106,0.5231785217105409
102,120,0.15046438727778644
147,153,0.49616530274269105
151,156,0.5030649910223999
156,167,0.18174004076757827
194,197,0.41969710325634774
214,221,0.29031365824560545
285,285,0.7613730427488402
286,286,0.6577575203641967
287,293,0.37128338164100655
293,310,0.20388811823156755
352,352,0.620826184438141
353,354,0.4166497848606416
356,357,0.4205888470284424
357,359,0.39977642849406453
373,381,0.33138731316441356
