frame,[L] 0X,0y,1x,1y,2x,2y,3x,3y,4x,4y,5x,5y,6x,6y,7x,7y,8x,8y,9x,9y,10x,10y,11x,11y,12x,12y,13x,13y,14x,14y,15x,15y,16x,16y,17x,17y,18x,18y,19x,19y,20x,20y,[R] 0x,0y.1,1x.1,1y.1,2x.1,2y.1,3x.1,3y.1,4x.1,4y.1,5x.1,5y.1,6x.1,6y.1,7x.1,7y.1,8x.1,8y.1,9x.1,9y.1,10x.1,10y.1,11x.1,11y.1,12x.1,12y.1,13x.1,13y.1,14x.1,14y.1,15x.1,15y.1,16x.1,16y.1,17x.1,17y.1,18x.1,18y.1,19x.1,19y.1,20x.1,20y.1
11,0.501076698,0.701990724,0.502073646,0.687691867,0.503673553,0.689954221,0.502991736,0.703149319,0.50156337,0.715761662,0.493242502,0.705800176,0.503876328,0.725428283,0.515213847,0.734661579,0.521704197,0.739741206,0.487697065,0.725558281,0.499923736,0.742456436,0.513140798,0.752456784,0.523207605,0.754920244,0.484243989,0.740395248,0.493659347,0.753051221,0.507072031,0.759523809,0.516229928,0.761317134,0.48198545,0.752398014,0.484276175,0.764158726,0.492328256,0.766097665,0.499119341,0.764440179,0.467272431,0.699208677,0.481754184,0.686661959,0.49464187,0.685742378,0.506273091,0.692462742,0.516822398,0.69939661,0.49336338,0.719646275,0.510360479,0.736572862,0.5192734,0.742440522,0.525366962,0.745353699,0.488450855,0.735854447,0.507911086,0.75149864,0.518157244,0.755712926,0.52471149,0.75585252,0.484065264,0.74609077,0.501844108,0.762984395,0.511748075,0.767309964,0.518370748,0.766824484,0.480460018,0.751654983,0.493415177,0.768016458,0.50142777,0.772145748,0.508018494,0.772172153
12,0.488956511,0.702629268,0.493638128,0.689129353,0.501278043,0.692118227,0.510115743,0.704679608,0.516173899,0.716583788,0.490944415,0.706093431,0.507064521,0.724448442,0.51878351,0.736339986,0.527044058,0.745274246,0.485189497,0.723700464,0.504138649,0.741116226,0.518821418,0.753917456,0.529461265,0.759562194,0.482537806,0.738522768,0.498122185,0.75466615,0.511371791,0.7620731,0.520675123,0.764777005,0.482289046,0.750667572,0.489155173,0.766920686,0.497286201,0.769924104,0.504915059,0.770934165,0.467494637,0.699850738,0.482078075,0.686873138,0.495095313,0.685901761,0.506740153,0.692863107,0.517215133,0.700289726,0.493288577,0.719405115,0.510464609,0.736757278,0.519320011,0.742863536,0.525312304,0.746197462,0.488260388,0.73597008,0.508013844,0.752099991,0.518211961,0.756474972,0.52448225,0.756836057,0.483885705,0.746428609,0.501950681,0.763496757,0.511802614,0.767698467,0.51822567,0.767231941,0.48038733,0.75194937,0.493600518,0.768016815,0.501660883,0.771889687,0.508169711,0.771760881
13,0.505833626,0.704182982,0.507884562,0.687508821,0.50986135,0.686042607,0.509801984,0.696150959,0.510314465,0.705682814,0.493969411,0.707862496,0.503856957,0.727947533,0.515977919,0.734799325,0.523281395,0.737678766,0.487547278,0.728619099,0.499698997,0.744478524,0.512925208,0.751261652,0.52340281,0.751413167,0.484197378,0.743371129,0.493121654,0.753917813,0.50635463,0.758757234,0.515646219,0.759628832,0.482686937,0.754952013,0.480060011,0.763713658,0.482921004,0.767290175,0.486359328,0.768423855,0.46726492,0.700987518,0.48153019,0.686936736,0.494610071,0.685420632,0.506369412,0.692579269,0.516909003,0.70027256,0.493586302,0.719053984,0.510864139,0.735942364,0.519655883,0.742072582,0.525629222,0.745794952,0.488666445,0.735946178,0.50842762,0.751521409,0.518487692,0.756005228,0.524676204,0.756549895,0.484360933,0.74679184,0.502459288,0.763293386,0.512280464,0.767494023,0.518739522,0.767059922,0.480805844,0.752639294,0.494338185,0.76844275,0.502327621,0.772334814,0.508814573,0.772441983
14,0.49349618,0.710277319,0.496176124,0.690769732,0.501946688,0.686600864,0.510514975,0.696424365,0.516444087,0.706634879,0.49123317,0.710283399,0.50555253,0.728870094,0.517172694,0.738055646,0.524976432,0.743887126,0.486159623,0.730911374,0.501610875,0.746859848,0.515267313,0.755208492,0.524921179,0.756728828,0.484025121,0.746816337,0.496890485,0.757736087,0.509793878,0.76169759,0.518442631,0.760403812,0.48353821,0.758380532,0.489846706,0.766423404,0.498309374,0.76585573,0.505275667,0.760811031,0.467044383,0.700585246,0.48138836,0.686865151,0.494546264,0.685801387,0.506314754,0.693176508,0.516781032,0.700447083,0.493506044,0.718984485,0.510666728,0.735803962,0.519484162,0.742245018,0.525679946,0.746371865,0.488610923,0.735959113,0.508234143,0.751195192,0.518223166,0.756070018,0.52456522,0.757242501,0.484316021,0.746781707,0.502386391,0.762632251,0.512037337,0.767081738,0.518388152,0.766998708,0.480679929,0.752770603,0.494223028,0.768123031,0.502212405,0.771934509,0.508696973,0.771853983
15,0.484132707,0.707222581,0.487760216,0.690051198,0.499143898,0.689015031,0.511814535,0.694587588,0.520955265,0.701069236,0.49015066,0.705320835,0.507354438,0.723233044,0.518331647,0.733612299,0.526904702,0.74186033,0.485988349,0.726585507,0.50470835,0.745226741,0.516702771,0.755597949,0.525277257,0.759662569,0.483851254,0.744076371,0.499973774,0.760426879,0.510953963,0.765301526,0.519142926,0.764538407,0.483112216,0.757514834,0.493335366,0.770562708,0.500643551,0.773295343,0.507402718,0.772906661,0.467398226,0.700014591,0.481516093,0.68653059,0.494726658,0.685530961,0.506557941,0.692879438,0.517162681,0.700495064,0.493354917,0.719011605,0.510601997,0.735637367,0.519399107,0.741852283,0.525568783,0.745764732,0.488550395,0.735993505,0.508217931,0.751475573,0.518320858,0.756234109,0.524633765,0.757062674,0.484337807,0.746733665,0.502442241,0.763058305,0.51213336,0.767416,0.518431008,0.767069459,0.480853319,0.752485275,0.494423985,0.76812923,0.502460063,0.772049487,0.508939266,0.77194804
16,0.500643313,0.705280244,0.503421724,0.687216818,0.506005585,0.686369359,0.506499588,0.696503222,0.506486416,0.706242204,0.493616372,0.710037887,0.504893839,0.729373276,0.515587986,0.734614551,0.521504223,0.735605836,0.487499356,0.729908586,0.500779867,0.745629728,0.512979269,0.750322223,0.522823215,0.749340236,0.483698368,0.744031966,0.494256884,0.754995942,0.506216764,0.758094311,0.514104426,0.757930517,0.481399804,0.755091667,0.480098188,0.764839053,0.482834727,0.768704116,0.485759646,0.769728899,0.467457175,0.70025754,0.481659323,0.686669469,0.494737238,0.685519516,0.506339848,0.692785859,0.516740918,0.700313389,0.493222773,0.718780279,0.510650873,0.735651612,0.519547939,0.741872728,0.525668383,0.745810151,0.488285661,0.735910237,0.508268893,0.751529038,0.518376172,0.756281078,0.524620175,0.757272422,0.484102845,0.746770501,0.502423584,0.763277054,0.51218164,0.767656863,0.518557906,0.767562151,0.480737716,0.752506852,0.494335085,0.768287659,0.502420664,0.772112668,0.508928657,0.772130966
17,0.491650879,0.713635683,0.493329823,0.694229126,0.50008589,0.690147221,0.509752333,0.697388172,0.514929771,0.705910981,0.491620034,0.711642146,0.506017566,0.728321791,0.517279446,0.738375664,0.525160372,0.744966507,0.487297684,0.731573761,0.503936052,0.746653974,0.517037392,0.756046176,0.525880694,0.758001804,0.485984325,0.746900499,0.499759108,0.758184314,0.511715293,0.763218105,0.519044757,0.762844563,0.486108422,0.758548796,0.493745655,0.767713428,0.502475321,0.767562151,0.509170711,0.763505876,0.467532396,0.700738966,0.481562555,0.686558187,0.49465704,0.685401201,0.50629431,0.692895055,0.516846061,0.700729251,0.493251681,0.718652368,0.51080668,0.73599273,0.519662499,0.742343545,0.525662363,0.74621129,0.488279283,0.73602432,0.508413494,0.751951218,0.518556416,0.756585181,0.524608433,0.757116377,0.484086484,0.747023463,0.502548397,0.763654888,0.512346447,0.767805517,0.518607557,0.767363071,0.48081401,0.75274235,0.494522214,0.768597007,0.502597213,0.772279143,0.509008586,0.772105575
18,0.508103132,0.70086509,0.507307768,0.690632701,0.505813241,0.695700765,0.501777828,0.713549376,0.497524947,0.729189277,0.493337661,0.711075604,0.501729667,0.731957674,0.513884604,0.738980353,0.521512687,0.741784215,0.487761378,0.728562057,0.498544782,0.744232774,0.512423933,0.751951516,0.523661315,0.752703846,0.484605879,0.741351604,0.492812544,0.753107846,0.506391048,0.758862376,0.5163849,0.760022521,0.482681602,0.752252698,0.478773624,0.761271238,0.481704056,0.766656637,0.485480249,0.769898534,0.467437685,0.700355887,0.481450349,0.686725557,0.494553924,0.685843825,0.506266236,0.693184018,0.516772509,0.70067215,0.493453503,0.719371736,0.510752082,0.736444235,0.519656599,0.742776036,0.525742412,0.746508956,0.488501668,0.736315608,0.508309126,0.752002835,0.518404663,0.756663322,0.524534881,0.757234275,0.48418811,0.746993244,0.502336204,0.763457894,0.511994362,0.767730355,0.518170118,0.767276466,0.480730772,0.752636194,0.494225889,0.768473506,0.502309203,0.772299111,0.508780062,0.772060931
19,0.493110836,0.712700129,0.495862126,0.693039298,0.500835776,0.68859601,0.508671105,0.699054062,0.514642894,0.711144745,0.488961846,0.710452437,0.504902363,0.728606939,0.517625034,0.738663614,0.525924981,0.744391263,0.484590501,0.731314838,0.502269864,0.746653616,0.517446518,0.754530907,0.527530551,0.753977597,0.483573675,0.747554421,0.498369008,0.757756233,0.512290299,0.761692643,0.52124685,0.75913173,0.484536052,0.759103477,0.490746558,0.767640114,0.499246716,0.766644657,0.506653726,0.760453165,0.467398673,0.700052381,0.48169741,0.686709166,0.494857639,0.685870707,0.506535232,0.693227708,0.517192364,0.700560331,0.493189424,0.718830943,0.510665536,0.736187637,0.519553065,0.74245584,0.525546551,0.746111512,0.488201797,0.735806763,0.508184969,0.751793742,0.518326521,0.756447375,0.524410427,0.756910861,0.4839347,0.746536016,0.502325118,0.763322353,0.51200974,0.767631054,0.518119872,0.767224431,0.480546325,0.75215584,0.494208127,0.768277347,0.502312243,0.772119582,0.508717835,0.771876574
20,0.486326277,0.710203946,0.489794344,0.691796958,0.499463469,0.690373957,0.510851681,0.698092818,0.519586027,0.706433475,0.491688579,0.705498636,0.507721066,0.72098279,0.518807113,0.731544852,0.526952267,0.741187871,0.487140715,0.726324439,0.504801929,0.741931379,0.517483592,0.753787935,0.526675522,0.759446025,0.484742105,0.74347496,0.499488354,0.757178664,0.511151969,0.763085306,0.519775748,0.764122069,0.484317362,0.756873846,0.491085052,0.769166648,0.497300833,0.771180809,0.503002763,0.770693064,0.467379749,0.700194955,0.481607854,0.68705529,0.494816124,0.686122894,0.506487429,0.693362236,0.517045856,0.701066434,0.493011892,0.719352067,0.510479271,0.736423194,0.519421935,0.742481411,0.525469422,0.745892227,0.488017082,0.736303329,0.508085132,0.752179801,0.518203855,0.756492376,0.524306059,0.756814957,0.483796626,0.746892214,0.502197385,0.763627887,0.511927962,0.767630339,0.518141806,0.767146468,0.480469763,0.752401054,0.49418816,0.76844877,0.502304494,0.77210027,0.508722901,0.771848738
21,0.518908739,0.702046394,0.514075756,0.699189961,0.507892787,0.705793142,0.49945125,0.722771704,0.491882235,0.738437414,0.492228478,0.713577986,0.499496877,0.733493268,0.512719095,0.74094218,0.521810591,0.746417284,0.487627,0.729142547,0.49770385,0.744390726,0.512293756,0.75288856,0.524300933,0.756732404,0.486322284,0.740590811,0.493901223,0.751981616,0.508725524,0.75699693,0.520328403,0.759562373,0.486566603,0.750521421,0.484864414,0.760780215,0.4900015,0.761795044,0.495802402,0.762781858,0.46726203,0.700536251,0.481603235,0.686876357,0.494864255,0.685937822,0.50653547,0.693281174,0.517076552,0.700823784,0.493110955,0.719330013,0.510526955,0.736683428,0.519429803,0.742730081,0.525445104,0.746115029,0.488019675,0.736280978,0.508159697,0.75226295,0.518336356,0.756373942,0.524476409,0.756522119,0.48371017,0.746922493,0.502162993,0.763665855,0.511982381,0.767594159,0.518234432,0.767047822,0.480346382,0.752338588,0.494048953,0.768383861,0.502163351,0.772083461,0.508550286,0.771925211
22,0.497882515,0.71879077,0.502025127,0.698543966,0.505985916,0.691685319,0.511310041,0.701080799,0.515736699,0.713948488,0.494170845,0.708361149,0.507181823,0.722979724,0.51665014,0.731685102,0.52177906,0.737595141,0.489109457,0.72965008,0.502773464,0.744682252,0.51426053,0.752894044,0.523620427,0.75542146,0.486885011,0.746584892,0.498780996,0.757717848,0.509570241,0.761059165,0.517519414,0.760555148,0.486234069,0.758370757,0.492484152,0.766762316,0.499491453,0.766180277,0.505681038,0.762152612,0.467039317,0.700288653,0.481498182,0.68680191,0.494804472,0.68609339,0.506515026,0.693542242,0.517158687,0.700930536,0.492951095,0.719079912,0.510480046,0.736208141,0.519411385,0.742189765,0.525396824,0.745610654,0.487928182,0.736006558,0.50801158,0.751972079,0.518130898,0.756169558,0.524208546,0.756431282,0.483679831,0.746683896,0.502098322,0.763515115,0.511870027,0.767518222,0.51808393,0.767040849,0.480321825,0.752208531,0.493982345,0.768396616,0.502070367,0.772109807,0.508487105,0.771948993
23,0.496227682,0.721742392,0.499676228,0.700140893,0.503215015,0.693042397,0.509528279,0.701078773,0.515832841,0.712415397,0.49375549,0.710435748,0.506090164,0.720427036,0.51558274,0.729651272,0.521685243,0.736077666,0.489099383,0.73004669,0.50218904,0.743463755,0.514418125,0.752993822,0.524239004,0.75540483,0.487254441,0.746708095,0.499620289,0.757260203,0.511246026,0.762075484,0.519914031,0.761741281,0.487159967,0.759635091,0.494885266,0.767574847,0.502983272,0.768090129,0.510127008,0.765124261,0.467032373,0.700071037,0.481580049,0.686985135,0.494873077,0.686217189,0.506496727,0.693593383,0.51712817,0.701079786,0.492767781,0.71906966,0.510252476,0.736168504,0.51925993,0.742226839,0.525296867,0.745734155,0.487755299,0.736086547,0.507872939,0.75241363,0.518054843,0.756711245,0.524147034,0.756995082,0.48354879,0.746751487,0.502005637,0.763823628,0.511788249,0.767808437,0.517969668,0.767346859,0.48027426,0.75222832,0.493965477,0.768352091,0.502114713,0.771983087,0.508518338,0.771740615
24,0.494068921,0.724115491,0.49963969,0.704482377,0.504092574,0.699965596,0.509169877,0.709040523,0.513852298,0.71988374,0.494709998,0.710510194,0.507178009,0.718132854,0.516190648,0.726783395,0.52185154,0.733377457,0.489733756,0.72864449,0.503197253,0.742918611,0.514745355,0.752313316,0.524359286,0.755576193,0.487610668,0.745213926,0.500390947,0.75807178,0.511358559,0.76301384,0.519593179,0.763755441,0.487110734,0.75869441,0.49500826,0.768274903,0.502765715,0.769454241,0.509729385,0.767374814,0.467089742,0.700024366,0.481669545,0.687079012,0.495003104,0.686266124,0.506740212,0.693436146,0.517362714,0.700787306,0.493147939,0.719439864,0.510541797,0.736682117,0.519531667,0.742693424,0.525512576,0.745914161,0.488059521,0.736157417,0.50811857,0.752268851,0.518285751,0.756452322,0.524348021,0.756522417,0.483685791,0.746584952,0.502088308,0.763586164,0.511878312,0.767619014,0.518064559,0.76702714,0.480220169,0.75196594,0.493747711,0.768140376,0.501902521,0.771964967,0.508346558,0.771827757
25,0.51171875,0.70499146,0.510460079,0.689025402,0.508488655,0.689984381,0.504355431,0.703120053,0.501000583,0.717447877,0.494313687,0.70761621,0.503102005,0.726483345,0.515139878,0.73506856,0.522771895,0.739702225,0.488642454,0.729049087,0.499767661,0.743265748,0.512770593,0.752612889,0.523715198,0.755218029,0.4859837,0.744581103,0.493888289,0.753311872,0.507590294,0.759227991,0.518162191,0.761565447,0.48485294,0.756913483,0.481913745,0.765499949,0.485733718,0.767399073,0.490642637,0.767551184,0.466877848,0.700242102,0.481583774,0.686644018,0.494920164,0.686093032,0.506725252,0.693525016,0.517328143,0.70106262,0.493034154,0.718610227,0.510883987,0.736347735,0.519844353,0.74238193,0.525587738,0.745644033,0.487964004,0.73559159,0.508429229,0.751802921,0.518613994,0.756118655,0.524490654,0.75625056,0.483642876,0.746365964,0.502499282,0.763337195,0.512271702,0.767274499,0.518283784,0.76682657,0.480194718,0.752123058,0.494054317,0.768377364,0.502263844,0.772118092,0.508661151,0.771852076
26,0.494387478,0.716753602,0.497562319,0.695325494,0.501407862,0.689697146,0.507973373,0.700714409,0.513127387,0.715068221,0.491363376,0.706603765,0.505494952,0.72078228,0.515587211,0.732157946,0.522203028,0.739181638,0.486507654,0.727652371,0.502051413,0.742976725,0.514609277,0.75486511,0.524529517,0.757243872,0.484785616,0.744936228,0.498841196,0.75621742,0.511213005,0.762418985,0.520337582,0.761324942,0.484626293,0.758114815,0.492534041,0.76674521,0.501819849,0.767550766,0.509959221,0.763079703,0.466823161,0.699938297,0.481505394,0.686658144,0.494828463,0.686117232,0.506564796,0.693701565,0.517065942,0.701155424,0.49313277,0.718687832,0.510864973,0.73599273,0.519758046,0.742060125,0.525552571,0.745446503,0.488013804,0.735706389,0.508330464,0.751631975,0.518522263,0.756209791,0.524596632,0.756652415,0.483622968,0.746388853,0.502280474,0.763131917,0.512013018,0.767358124,0.518097878,0.766934395,0.480039805,0.752061903,0.493716598,0.768166602,0.501941264,0.772004604,0.508424401,0.771575511
