frame,[L] 0X,0y,1x,1y,2x,2y,3x,3y,4x,4y,5x,5y,6x,6y,7x,7y,8x,8y,9x,9y,10x,10y,11x,11y,12x,12y,13x,13y,14x,14y,15x,15y,16x,16y,17x,17y,18x,18y,19x,19y,20x,20y,[R] 0x,0y.1,1x.1,1y.1,2x.1,2y.1,3x.1,3y.1,4x.1,4y.1,5x.1,5y.1,6x.1,6y.1,7x.1,7y.1,8x.1,8y.1,9x.1,9y.1,10x.1,10y.1,11x.1,11y.1,12x.1,12y.1,13x.1,13y.1,14x.1,14y.1,15x.1,15y.1,16x.1,16y.1,17x.1,17y.1,18x.1,18y.1,19x.1,19y.1,20x.1,20y.1
27,0.492243737,0.715274572,0.497575462,0.697484553,0.502773166,0.695739269,0.509050727,0.706213355,0.513793886,0.716686308,0.492204845,0.706946552,0.50627923,0.720319271,0.516731501,0.73142916,0.523323774,0.739685416,0.487015903,0.725555182,0.502496541,0.742153108,0.515611827,0.752970755,0.525778532,0.757112265,0.484749019,0.742123067,0.498542428,0.756213903,0.510793567,0.761935294,0.519747138,0.763193727,0.484493047,0.755452275,0.491888613,0.766865313,0.499955624,0.768627644,0.507271826,0.767799854,0.467000276,0.699708462,0.481569439,0.686695099,0.494926095,0.685973108,0.50671792,0.693437755,0.517228246,0.701076746,0.493029296,0.718427896,0.51079917,0.736420989,0.519754291,0.742739975,0.525630116,0.746250391,0.487818152,0.735514343,0.508246839,0.752061009,0.518366575,0.756772995,0.524293542,0.757319391,0.483354747,0.746312022,0.502173007,0.763472259,0.511879444,0.767654359,0.517850041,0.767276168,0.47973454,0.752009869,0.493521392,0.768227339,0.501722932,0.771991074,0.508100569,0.771519899
28,0.487173676,0.711642921,0.49105528,0.701773882,0.499474019,0.70750159,0.50825429,0.718791068,0.514255702,0.729435027,0.490692407,0.713566899,0.507698715,0.727925479,0.518444419,0.737729371,0.526703596,0.746408224,0.486440331,0.728020012,0.505152166,0.742527962,0.519241214,0.751266599,0.530727863,0.754529715,0.484754354,0.740545928,0.499882042,0.755289674,0.511516213,0.761085808,0.520721674,0.763370454,0.48544091,0.751458228,0.491633594,0.767693639,0.496631175,0.770644009,0.501784682,0.772561848,0.467018992,0.699837327,0.481608719,0.686797082,0.494952351,0.686088324,0.506673336,0.693513215,0.517243683,0.701148272,0.493042201,0.718807697,0.510751367,0.73690635,0.519782424,0.743039131,0.52571547,0.746089756,0.487776786,0.73586601,0.508324146,0.752384067,0.518639386,0.756544054,0.524689555,0.756558299,0.48327738,0.746583462,0.502199769,0.763619721,0.512070775,0.767477274,0.518142343,0.76681906,0.479682446,0.752162755,0.493421078,0.768379092,0.50171876,0.772080064,0.508206844,0.771530986
29,0.510781825,0.706507742,0.511061251,0.69184643,0.510934651,0.690483093,0.508295596,0.701429963,0.505948484,0.714069009,0.493204802,0.706995964,0.502798021,0.727291167,0.515615106,0.735691905,0.523694813,0.740383685,0.487010688,0.728778839,0.499280363,0.744037688,0.513247907,0.75221014,0.524683356,0.754137456,0.484593362,0.744486272,0.493280202,0.75441426,0.507782876,0.759446859,0.518786192,0.761096776,0.483866006,0.75666374,0.481196135,0.765088081,0.483933538,0.767162621,0.487706393,0.767633259,0.466828078,0.699649811,0.48143217,0.686600387,0.49470219,0.685864866,0.506411135,0.693088293,0.516951561,0.700472951,0.492993087,0.718379617,0.510763526,0.736620367,0.519842923,0.742588758,0.525736034,0.745321155,0.487664282,0.735549629,0.508232772,0.752212286,0.518586993,0.75605166,0.524625242,0.755495906,0.483152598,0.746423185,0.502080739,0.763490558,0.512006462,0.767257988,0.518063188,0.766326249,0.47953704,0.752042174,0.493270427,0.768360674,0.501586974,0.771990061,0.508020401,0.771171749
30,0.489521772,0.716361642,0.494766504,0.6942994,0.500324428,0.686717033,0.508909166,0.695006609,0.516563416,0.707711637,0.491278112,0.708324552,0.506634712,0.720498204,0.516982079,0.72936523,0.522862434,0.735452533,0.486535668,0.729572535,0.503973007,0.743867159,0.516487062,0.752817154,0.525688767,0.754315794,0.48451215,0.74646014,0.500527322,0.757804513,0.513021767,0.761921585,0.521450877,0.760444582,0.484074205,0.758705854,0.494389355,0.767540812,0.50365442,0.767866433,0.5107373,0.76344955,0.466605932,0.699380398,0.481174588,0.686550021,0.494445175,0.685987771,0.506238878,0.693336606,0.516766191,0.700570762,0.49289313,0.718910933,0.510768175,0.736477315,0.52002883,0.742331028,0.526135564,0.745203137,0.48750335,0.736001909,0.508127928,0.752250314,0.518625438,0.756190479,0.524897814,0.755928695,0.482981384,0.74662745,0.501822829,0.763526618,0.511904001,0.767293334,0.518189669,0.766356647,0.479385674,0.751975775,0.493020773,0.768218756,0.501419187,0.771928668,0.507959247,0.771085322
31,0.508096874,0.708018661,0.509311914,0.690368354,0.509539902,0.686573327,0.507514596,0.692920983,0.505964994,0.701943159,0.494135141,0.708897889,0.505543113,0.726723313,0.517382979,0.732779801,0.524402857,0.735762537,0.48767367,0.731176436,0.500823617,0.745195866,0.513882279,0.751377523,0.524571359,0.751832545,0.484681875,0.746756017,0.494579643,0.755605817,0.508192122,0.758693278,0.517842293,0.759202003,0.483300954,0.7581864,0.484182596,0.767548978,0.490262538,0.766675234,0.496267498,0.763725698,0.466780782,0.699033618,0.481206954,0.68630302,0.494646579,0.685942173,0.506517172,0.693193793,0.517075479,0.700361967,0.493007541,0.719191194,0.51084739,0.736678243,0.519969523,0.742568791,0.525917888,0.745220602,0.487610817,0.736297965,0.508250058,0.75259769,0.518712342,0.756321728,0.524943173,0.755827308,0.483035833,0.747012973,0.502035499,0.763829589,0.511991799,0.767323375,0.518163264,0.766256154,0.479406446,0.752374053,0.493197739,0.768563688,0.501534045,0.772058487,0.508000672,0.771129251
32,0.494391054,0.714002848,0.497968704,0.693925202,0.501965821,0.68906045,0.508388937,0.699857831,0.513598561,0.713879466,0.490942895,0.707958221,0.506390572,0.721868634,0.51687783,0.731477618,0.523297071,0.737754285,0.486210883,0.728616416,0.50299418,0.743747592,0.516034424,0.75390631,0.525782526,0.755472779,0.484679133,0.745566607,0.499842733,0.756983817,0.512735009,0.761506438,0.521799386,0.759828568,0.484841317,0.758215666,0.493884653,0.767097771,0.503365576,0.766832888,0.51130414,0.762029707,0.466490358,0.699047446,0.480936229,0.686122477,0.494432598,0.685709357,0.506457448,0.692939043,0.517035365,0.700207591,0.492965102,0.718913436,0.510979533,0.736176789,0.520092249,0.742213726,0.526006997,0.745075285,0.487668395,0.736058176,0.508335352,0.752358913,0.518728077,0.756216586,0.524872422,0.755710542,0.483149588,0.746825993,0.502100945,0.763598025,0.511993885,0.767262697,0.518101811,0.766248047,0.479534566,0.752235234,0.493299007,0.76864028,0.501618445,0.772253931,0.508046567,0.771330416
33,0.492008656,0.712883353,0.495838553,0.696278811,0.50311029,0.693575442,0.511739194,0.701834798,0.518792629,0.71134913,0.492594123,0.706763387,0.507163644,0.720795572,0.517895222,0.731251001,0.525420964,0.739821076,0.487698108,0.7257936,0.503923774,0.741306365,0.517424941,0.752384782,0.52808851,0.75663799,0.485640526,0.742020786,0.498808563,0.754951835,0.511198759,0.761095822,0.520843863,0.762790024,0.485942364,0.754873812,0.491366327,0.766848922,0.497877777,0.769064963,0.504550338,0.770245433,0.466153234,0.698695064,0.480800569,0.685926557,0.494337171,0.685603559,0.506357849,0.692884564,0.51701659,0.700097501,0.492835402,0.718994558,0.510855973,0.735927224,0.520099342,0.741780341,0.526206493,0.744510114,0.48758629,0.735944986,0.508211792,0.751913905,0.518734634,0.75583297,0.525140822,0.755417883,0.483073682,0.746477902,0.501933455,0.76321429,0.511955023,0.766992629,0.518269241,0.766004324,0.479367465,0.75181818,0.49305445,0.768258214,0.501417398,0.772023797,0.507985473,0.771173596
34,0.483561039,0.707435608,0.488607556,0.693548083,0.499968082,0.69316715,0.510798812,0.697535157,0.518839478,0.703159332,0.490363806,0.710742295,0.509820044,0.727822602,0.520069778,0.736581385,0.527947307,0.743334711,0.485121191,0.73030442,0.506382763,0.747508347,0.51782912,0.755928755,0.525979221,0.759339213,0.482505471,0.745657384,0.500333011,0.761861622,0.510567486,0.765749872,0.518550456,0.764655054,0.481947899,0.757061124,0.492760926,0.771162629,0.498601884,0.774967432,0.504028022,0.776138008,0.465800822,0.69809103,0.480672657,0.685836732,0.494368881,0.685482919,0.506466568,0.69250685,0.516966105,0.699580729,0.492501259,0.718624592,0.510548353,0.735088825,0.519755721,0.740929067,0.525903702,0.743964434,0.487261832,0.735595584,0.507746696,0.751263201,0.518175364,0.755448401,0.524614513,0.755395055,0.482782185,0.746115446,0.501425564,0.762685478,0.511302054,0.766707599,0.51762867,0.766070247,0.479100823,0.751409054,0.492702127,0.767726839,0.500981331,0.77159524,0.507515848,0.771032929
35,0.502890348,0.708851755,0.505841076,0.69025296,0.507969677,0.685645461,0.508778572,0.690348387,0.508928478,0.698693335,0.495265096,0.707092583,0.50650382,0.724728703,0.51679343,0.731687963,0.522608519,0.734844387,0.489045084,0.729222596,0.501228333,0.744378567,0.512533724,0.751790285,0.522355318,0.753106713,0.485427052,0.74523139,0.494699001,0.754909933,0.507204175,0.759101987,0.516335249,0.760430396,0.48307848,0.756868601,0.484684139,0.767521441,0.491427481,0.767631769,0.497967988,0.764838219,0.466291606,0.697694182,0.48116833,0.68581295,0.494727343,0.685183465,0.506669998,0.692050993,0.517136157,0.699448764,0.492360026,0.718270481,0.510379732,0.73493284,0.519524932,0.740911007,0.52548492,0.744122326,0.487268716,0.735088825,0.507797182,0.751159728,0.518294275,0.75539881,0.524770439,0.755602717,0.48292315,0.745735466,0.501718879,0.762802541,0.511734724,0.766937375,0.518160105,0.766493559,0.479421586,0.751279771,0.493034571,0.767687798,0.501285791,0.771686375,0.507871628,0.771408379
36,0.494181395,0.70939219,0.497311532,0.691724479,0.502631783,0.688421011,0.510581076,0.698310077,0.515891194,0.708919942,0.491759449,0.710650861,0.506852269,0.72749269,0.517761707,0.737007141,0.524785459,0.74249351,0.487058461,0.730383456,0.503035307,0.746378601,0.516576707,0.755555451,0.526016831,0.756794751,0.485283375,0.745785654,0.498665601,0.75725317,0.511373401,0.761703789,0.519774675,0.760254979,0.485205591,0.757240891,0.49217838,0.767121375,0.500887513,0.766907156,0.508023739,0.762166739,0.466521889,0.697356522,0.481384099,0.685273468,0.494739085,0.68460536,0.506531656,0.691629112,0.516698658,0.698758602,0.492959261,0.717238784,0.510810792,0.733804762,0.519850791,0.739764154,0.525858462,0.742970526,0.487637132,0.734209478,0.507845759,0.750167429,0.518163264,0.754544377,0.524710834,0.754834414,0.483011723,0.745007396,0.501483977,0.762019455,0.51139158,0.766376555,0.51792258,0.766063094,0.479167104,0.75067848,0.49265945,0.767071128,0.500914097,0.770919323,0.507522047,0.770350933
37,0.485160589,0.706069291,0.489259869,0.69043535,0.499572039,0.689054191,0.510213017,0.694110215,0.517348826,0.700107515,0.49102968,0.707833886,0.509037673,0.724433482,0.518593311,0.733782828,0.525781155,0.74206382,0.485709161,0.727737069,0.505419612,0.74478358,0.516649246,0.753787339,0.524497569,0.758320332,0.48298794,0.743568659,0.499829292,0.758917928,0.510174632,0.763307869,0.517985046,0.763353884,0.482166022,0.754896879,0.493268102,0.76915592,0.500500023,0.772254586,0.507019162,0.77298063,0.466397405,0.697960436,0.48151955,0.684971929,0.494729817,0.684035838,0.506508172,0.691125095,0.51681447,0.698039711,0.493777514,0.715804219,0.511059642,0.731033266,0.520025969,0.737074792,0.52612251,0.740641713,0.488686085,0.73244226,0.508009315,0.748455346,0.518025398,0.75374794,0.524578512,0.755061626,0.484012276,0.743261993,0.501548052,0.760329604,0.511190236,0.765340507,0.517577887,0.765576005,0.47995913,0.749245524,0.492868781,0.765652537,0.500860453,0.770053625,0.507370412,0.770285666
38,0.509608984,0.707466602,0.507459104,0.690181792,0.505123615,0.69051522,0.501333177,0.704620898,0.498154372,0.720024168,0.494074762,0.709675252,0.504780233,0.725528538,0.515969574,0.730476916,0.522658408,0.733392835,0.489284992,0.729876518,0.502020955,0.742795646,0.514042735,0.747622967,0.52418071,0.748957098,0.487119347,0.744177401,0.496198148,0.753803253,0.50849551,0.755600035,0.517607152,0.756297886,0.486345857,0.754686236,0.484227598,0.763342023,0.487616539,0.763391256,0.49173525,0.762193263,0.466750443,0.696992457,0.481658399,0.683297455,0.494841069,0.682230592,0.506669223,0.689889193,0.517196119,0.697106957,0.493921191,0.713002026,0.511334658,0.728839576,0.520226717,0.735221803,0.526489854,0.739124537,0.48884815,0.73061651,0.50841403,0.7463727,0.518553019,0.752124429,0.525190353,0.753876209,0.484226346,0.742260098,0.502114654,0.758922994,0.511853278,0.763886452,0.518334985,0.764197826,0.480125934,0.748917222,0.493463874,0.764862895,0.501454115,0.768822014,0.507925212,0.768304825
39,0.491309047,0.716581047,0.497120231,0.696852088,0.502282798,0.69146359,0.508678913,0.696202278,0.513667881,0.704953492,0.494045466,0.705794871,0.51015377,0.718369007,0.520174205,0.728396654,0.525445104,0.735866427,0.488565296,0.723580837,0.505266309,0.738455892,0.517583966,0.748040259,0.526232839,0.751719415,0.48569411,0.739567161,0.500073195,0.751523674,0.511699915,0.7570436,0.52023983,0.758203447,0.484229237,0.752236068,0.493406504,0.762907386,0.502150834,0.764435112,0.509658873,0.762263358,0.467565328,0.694761395,0.482239932,0.681755483,0.495073736,0.680020511,0.506913126,0.687099099,0.517696917,0.693829417,0.494226009,0.710674465,0.511314273,0.726889849,0.520337641,0.733371794,0.526529849,0.737379909,0.48940298,0.727549493,0.508432329,0.743906438,0.518646479,0.7503618,0.525369108,0.753216386,0.484739184,0.739061356,0.502338171,0.755578995,0.511983812,0.761227727,0.518359244,0.762344241,0.480494797,0.746113658,0.493692219,0.762010038,0.501452267,0.766922474,0.507897198,0.767608881
40,0.489896655,0.701706529,0.497499526,0.679754972,0.504918516,0.674424946,0.511763453,0.678174198,0.51665765,0.683755517,0.495644957,0.699695766,0.509489179,0.717091262,0.519149601,0.723766446,0.524526775,0.727468848,0.490143061,0.721389353,0.505266547,0.738871694,0.515895009,0.743839443,0.525150359,0.744599223,0.485329062,0.736862242,0.497644722,0.74899435,0.508825779,0.752221465,0.516243398,0.754781246,0.481946379,0.747660697,0.482845306,0.759128571,0.485002875,0.763127089,0.487126291,0.764833987,0.467669636,0.691262543,0.482643634,0.678314447,0.495806694,0.677037776,0.507610202,0.683675528,0.517793179,0.689737856,0.494997799,0.705128551,0.511699557,0.721492469,0.520686448,0.729575634,0.527074456,0.735709846,0.489882708,0.721259475,0.508231401,0.739151776,0.518499255,0.747948945,0.525432348,0.753630161,0.484658569,0.732785046,0.50169158,0.750858366,0.511450112,0.758660316,0.518006384,0.762435853,0.479653805,0.740687311,0.492889434,0.757345676,0.500622511,0.763041139,0.506986678,0.764881611
41,0.485237032,0.694902182,0.495522827,0.675362825,0.505402029,0.674094617,0.513655484,0.684565663,0.517786384,0.694877565,0.495203257,0.694493294,0.509798765,0.715284586,0.51991576,0.727480471,0.525265336,0.737085998,0.488560915,0.712742448,0.503568053,0.733372808,0.514193118,0.745430708,0.521827936,0.752126634,0.482913226,0.727211535,0.495089531,0.743616939,0.505935252,0.751376808,0.51251018,0.757855833,0.479117423,0.73888427,0.480237126,0.753426969,0.481643736,0.762443483,0.482578546,0.769936264,0.468498588,0.688027859,0.483865589,0.673977971,0.496723503,0.672511041,0.507865369,0.67969352,0.517570198,0.685202777,0.4950701,0.696286738,0.511390805,0.713799655,0.520102382,0.723410487,0.526319683,0.731213152,0.489984691,0.713023245,0.507855475,0.731936872,0.518208921,0.743005693,0.525360823,0.750923634,0.484933019,0.726146102,0.501780808,0.74398309,0.511663973,0.753410399,0.51829654,0.759230077,0.480087698,0.736199558,0.493545115,0.752136767,0.501149237,0.758597612,0.507254541,0.761607766
42,0.49712953,0.687663198,0.503860712,0.670421779,0.509838045,0.665959477,0.513019025,0.668258965,0.512657166,0.669987261,0.495385587,0.690850794,0.509088218,0.71384567,0.51941061,0.727486968,0.52583009,0.73925972,0.487813145,0.709979355,0.502266467,0.730031788,0.513184309,0.743431926,0.522094011,0.75279814,0.482796192,0.724017799,0.493363112,0.738735735,0.503303826,0.747310638,0.510520279,0.755183876,0.48027277,0.734742939,0.479569197,0.74827975,0.480162501,0.756609499,0.482041836,0.764872372,0.470531046,0.67954433,0.485376686,0.665101767,0.498436898,0.665013015,0.509494007,0.673257828,0.519179165,0.678952157,0.497446507,0.685598016,0.511966348,0.70499593,0.520253241,0.716635764,0.526359975,0.726087928,0.491935968,0.70182842,0.507673085,0.7236619,0.517585337,0.736866295,0.524696708,0.747047663,0.485916555,0.715285897,0.500745893,0.736399472,0.510187984,0.748029828,0.516754985,0.756108701,0.47983861,0.726024389,0.492494851,0.744485795,0.500006676,0.752362132,0.506045043,0.75721705
43,0.493831843,0.685406387,0.502876222,0.677566826,0.51051265,0.673655987,0.515863061,0.67434907,0.518368721,0.679404199,0.502282143,0.683331013,0.515334725,0.700700879,0.52426368,0.715877891,0.53062135,0.727139533,0.493910104,0.697152853,0.506952941,0.712884963,0.518090189,0.732010782,0.52640146,0.744683623,0.487018496,0.708210051,0.494311363,0.724611521,0.505533218,0.739117384,0.513229012,0.749016523,0.481805831,0.71721524,0.482824922,0.731702507,0.487955987,0.742536545,0.493026167,0.750870883,0.472181678,0.669545949,0.485949606,0.654597163,0.498828024,0.655942619,0.50954783,0.665144145,0.519039035,0.669816971,0.498725235,0.676437676,0.512457788,0.695820808,0.520336151,0.708158791,0.526090086,0.718804777,0.492869437,0.691996157,0.507278144,0.714396,0.51635766,0.728729963,0.523051083,0.740820467,0.485970467,0.704535365,0.498771131,0.726659417,0.507411182,0.740015686,0.513663352,0.749942899,0.478785992,0.713697612,0.488628566,0.732699871,0.49475199,0.740460932,0.499322444,0.744334161
44,0.516989827,0.669128358,0.509201527,0.670087695,0.504283547,0.679140151,0.501265645,0.692348123,0.497509062,0.705132961,0.493611604,0.685923517,0.499892145,0.703807831,0.506565452,0.715735495,0.512017488,0.725570798,0.492941678,0.691366136,0.499939561,0.709171593,0.506942093,0.725159407,0.512908399,0.736914456,0.493194997,0.695881188,0.497973323,0.712487757,0.506104767,0.723889232,0.512257636,0.732649565,0.494143188,0.700174272,0.492036104,0.714657664,0.495123714,0.723819554,0.498646975,0.731111288,0.473151088,0.659103096,0.486655474,0.644330204,0.498951614,0.646794021,0.509180725,0.654669344,0.517969847,0.658036113,0.498163253,0.663335621,0.511863649,0.681264341,0.519403875,0.694647551,0.525449932,0.70684427,0.492215186,0.679277539,0.505700529,0.700660467,0.5147385,0.715335548,0.522217214,0.728064239,0.485334128,0.692058206,0.4961043,0.714102387,0.504141331,0.727662086,0.510441542,0.737815559,0.478259265,0.700172722,0.483353168,0.719757199,0.486638248,0.72923708,0.488952041,0.734995008
45,0.527366221,0.653094053,0.509846151,0.678254426,0.495592147,0.696709871,0.486521125,0.71179682,0.480871588,0.724019945,0.487757862,0.685919881,0.481999576,0.70387578,0.483469248,0.715861201,0.487367541,0.724073172,0.493383706,0.674184799,0.493135482,0.694552243,0.498719394,0.707867146,0.505309284,0.715846121,0.500492573,0.663482845,0.50350666,0.681512833,0.511348248,0.69394505,0.517987311,0.701752007,0.508098841,0.652963042,0.510865986,0.668056905,0.515932202,0.679298222,0.520593762,0.687926412,0.473136008,0.639737725,0.486902446,0.632010996,0.499055713,0.637303948,0.50887543,0.644111812,0.517180562,0.645295084,0.498336941,0.649895012,0.511424899,0.667979479,0.518422544,0.679490924,0.523639977,0.689183474,0.492785335,0.66266489,0.506262541,0.684238315,0.514629185,0.698684633,0.521368384,0.710369289,0.486211061,0.674322605,0.496463746,0.698433578,0.503476262,0.712503135,0.508866072,0.722358882,0.479170769,0.684082985,0.485148102,0.705305576,0.488541812,0.716609359,0.491025209,0.724122643
46,0.529308558,0.646642923,0.512482107,0.658524156,0.499262244,0.673580706,0.491871357,0.684439301,0.486702323,0.693365812,0.494786531,0.667388141,0.484527946,0.678487778,0.481647342,0.689864933,0.481275976,0.700049639,0.500190675,0.667334497,0.490530908,0.678964913,0.48786056,0.692233801,0.487788916,0.702583611,0.506478429,0.667395532,0.498789847,0.678255618,0.497574389,0.687100351,0.498097241,0.693410516,0.514158726,0.666534007,0.508196414,0.675083518,0.506300151,0.683451951,0.505883932,0.690799296,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
47,0.529567003,0.642098188,0.515771627,0.647542894,0.505900681,0.653921962,0.499433458,0.659906089,0.493785918,0.665473521,0.500068069,0.656345367,0.487467766,0.663933218,0.481690109,0.670459569,0.47750178,0.677368283,0.50261873,0.658952773,0.489616811,0.667389989,0.483384162,0.675628781,0.479157239,0.683336079,0.50674206,0.660977721,0.495886922,0.670678437,0.49004963,0.677205622,0.485358983,0.682951689,0.512692809,0.662840664,0.506208897,0.670287132,0.501835644,0.675840676,0.497920454,0.681109011,0.471092045,0.588529289,0.487679303,0.585077465,0.50075388,0.587627709,0.509778798,0.588972569,0.514983833,0.589078307,0.516459703,0.615327775,0.528706551,0.633442938,0.529730201,0.640069366,0.528704464,0.641928613,0.511331499,0.620150089,0.516467988,0.654593647,0.509457231,0.663967252,0.503016412,0.666527331,0.503012538,0.624276936,0.502902925,0.65783906,0.494812995,0.668855309,0.488141775,0.671700776,0.493060023,0.62652123,0.494420081,0.65504086,0.490115255,0.664726198,0.486150086,0.667341769
48,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.479281276,0.576713741,0.490728378,0.585548162,0.500943959,0.592252791,0.504159749,0.599353611,0.508219302,0.602155328,0.513813674,0.602944672,0.516136348,0.627195597,0.508131862,0.64061743,0.501443207,0.646626651,0.508661449,0.600954473,0.507650673,0.63051641,0.49852708,0.64427042,0.490526944,0.649954915,0.501821399,0.598546982,0.498285383,0.625112295,0.489269078,0.638555586,0.482330412,0.643924832,0.493609995,0.594969749,0.492343336,0.615911841,0.489024967,0.625757575,0.486319095,0.630090237
49,0.53468287,0.585003257,0.521242678,0.570929289,0.511153519,0.558212221,0.506562531,0.543240666,0.503738105,0.535379112,0.506572902,0.584782779,0.49710694,0.587732434,0.494381338,0.584790468,0.492354244,0.584164977,0.509289145,0.594651699,0.496116966,0.612768888,0.486925572,0.619896054,0.481354713,0.625597537,0.513209522,0.600032628,0.499848396,0.618529201,0.491513073,0.628127158,0.485118836,0.634697378,0.518412828,0.601299047,0.509555221,0.619407058,0.502992511,0.62924546,0.496150047,0.63713789,0.462919801,0.533067226,0.483154297,0.534943163,0.499418825,0.535760283,0.508601725,0.537647367,0.514683604,0.542380571,0.507350862,0.530698359,0.520840406,0.551736534,0.517577052,0.570563972,0.511753619,0.581655443,0.501384676,0.532237351,0.514287591,0.560652554,0.511152029,0.579877615,0.50496608,0.591994286,0.493384331,0.536072135,0.50395447,0.562651575,0.5032444,0.579878688,0.499517351,0.590570986,0.484472126,0.541756749,0.494118184,0.558163226,0.496212631,0.568141222,0.496461898,0.574725926
50,0.534053504,0.571038663,0.522066355,0.56188041,0.511307359,0.564011633,0.504355192,0.5730744,0.50107801,0.582443893,0.506216466,0.56403321,0.492951274,0.582885504,0.486012161,0.596652865,0.48061803,0.6076473,0.509755433,0.572192311,0.494647384,0.590675473,0.485601008,0.605179906,0.478283048,0.6173594,0.514275312,0.582215607,0.499788582,0.59805119,0.490543902,0.610266864,0.48352021,0.620485604,0.519364178,0.592873693,0.50780344,0.603733122,0.500651002,0.611639738,0.494384587,0.618828714,0.476647586,0.532309473,0.48710376,0.523591042,0.496905714,0.518892825,0.502785742,0.517050982,0.509206414,0.517258167,0.500728786,0.532791018,0.505818307,0.539533198,0.506374359,0.543472528,0.503534079,0.547522783,0.497034818,0.539002419,0.501610398,0.553063214,0.499255955,0.560302138,0.49372685,0.568461299,0.491775393,0.542576253,0.495989501,0.558043063,0.494251758,0.567329168,0.490842134,0.575505435,0.485967934,0.544402719,0.488844484,0.560890436,0.489925623,0.56646359,0.490350753,0.569490314
51,0.535011828,0.56436646,0.520294309,0.558682084,0.508114398,0.560391128,0.500496209,0.567984104,0.49473992,0.575535238,0.506380677,0.559663832,0.494022191,0.572296798,0.486049473,0.58375895,0.479514182,0.594272375,0.509627938,0.565782845,0.496323913,0.578365922,0.487145066,0.590679705,0.479517877,0.601474106,0.513686717,0.572950065,0.50091362,0.58411926,0.492124707,0.593817294,0.48526457,0.602409005,0.518549442,0.581104636,0.508230984,0.589912772,0.50179863,0.595881701,0.496434033,0.601543963,0.461019158,0.491551131,0.477388263,0.491603971,0.492349714,0.488320917,0.503172576,0.487773746,0.51091826,0.489414424,0.498413444,0.474404484,0.511993945,0.475175828,0.513464749,0.482791394,0.511269987,0.488420993,0.494125992,0.473142058,0.50725317,0.473919094,0.507964969,0.480922014,0.505456388,0.486756474,0.489456147,0.473599166,0.50079757,0.474842906,0.502463937,0.480483383,0.501041651,0.484725446,0.484606862,0.475897044,0.492621094,0.476744205,0.494858861,0.480537415,0.494527221,0.483027846
52,0.535579979,0.555239141,0.521946967,0.553502023,0.510122299,0.555904388,0.502489269,0.564206779,0.497177869,0.571700454,0.507046461,0.544790328,0.494226635,0.561442971,0.486120433,0.574013293,0.479648232,0.584596515,0.510432899,0.549213409,0.495918661,0.566424072,0.486516535,0.580341637,0.478891224,0.592665374,0.514611483,0.557081997,0.500816584,0.571716905,0.491970509,0.582693875,0.485427558,0.591948628,0.519045949,0.566907585,0.507920206,0.576685905,0.501111209,0.583064437,0.495548785,0.588832974,0.455727637,0.477267146,0.471751332,0.466848701,0.487014592,0.461657226,0.498328894,0.462700516,0.508493841,0.466086537,0.49181509,0.456237406,0.50414741,0.455875188,0.509477913,0.460668772,0.511278689,0.46535337,0.487840593,0.465140581,0.499498159,0.465100825,0.503083885,0.467920601,0.503753245,0.470450968,0.483496875,0.473001748,0.492898703,0.474910259,0.497271657,0.477562159,0.499173999,0.478996485,0.479654759,0.479981422,0.485047787,0.485762626,0.488162726,0.48729831,0.490381211,0.485857517
53,0.548069954,0.53856957,0.52323091,0.551749885,0.505581677,0.559080958,0.493326247,0.568251848,0.485531211,0.580998003,0.501895428,0.535482407,0.487055063,0.55807668,0.480934829,0.574583411,0.479131252,0.584339976,0.507433295,0.535874367,0.489832371,0.560484886,0.484033555,0.579650521,0.482253432,0.591624677,0.514067471,0.540653288,0.495495945,0.560396254,0.487928778,0.576939106,0.484130472,0.587064326,0.521805048,0.548466504,0.507601738,0.562053204,0.499380141,0.571999729,0.493004769,0.579363227,0.451374531,0.466974318,0.469897211,0.469371408,0.484579116,0.466026545,0.494069815,0.465942115,0.50277096,0.463511586,0.486216694,0.451796442,0.497033983,0.443884104,0.505266786,0.445968062,0.5110659,0.447477221,0.481379688,0.4494102,0.49325937,0.44282949,0.501094937,0.44618696,0.505518436,0.450782478,0.475316614,0.449290097,0.486289591,0.444450468,0.494327337,0.448521405,0.499283165,0.452817619,0.468210071,0.452377081,0.475479692,0.449151486,0.481445819,0.449853063,0.486229181,0.45022589
