frame,[L] 0X,0y,1x,1y,2x,2y,3x,3y,4x,4y,5x,5y,6x,6y,7x,7y,8x,8y,9x,9y,10x,10y,11x,11y,12x,12y,13x,13y,14x,14y,15x,15y,16x,16y,17x,17y,18x,18y,19x,19y,20x,20y,[R] 0x,0y,1x,1y,2x,2y,3x,3y,4x,4y,5x,5y,6x,6y,7x,7y,8x,8y,9x,9y,10x,10y,11x,11y,12x,12y,13x,13y,14x,14y,15x,15y,16x,16y,17x,17y,18x,18y,19x,19y,20x,20y
62,0.580078423,0.212939352,0.567397118,0.202560231,0.555631161,0.184910491,0.54578948,0.174029425,0.536619842,0.170759022,0.56399399,0.165764317,0.559533417,0.152390346,0.555493534,0.145061195,0.550459146,0.138582647,0.569692314,0.162606642,0.56315577,0.146715626,0.557690084,0.140573248,0.551616371,0.13548772,0.576253355,0.16212891,0.569581389,0.146475926,0.563591659,0.140807331,0.557661057,0.134997994,0.583736718,0.164111525,0.577867448,0.149686202,0.572036088,0.144308105,0.565519512,0.138863117,0.4262003,0.195652872,0.439182222,0.187741905,0.450352073,0.172134891,0.459304094,0.161631137,0.469195276,0.159471557,0.442966551,0.148769006,0.447288483,0.135690838,0.452856541,0.130349576,0.459362775,0.128047556,0.437359244,0.144546002,0.443716317,0.132250279,0.44968456,0.127129614,0.455643415,0.125351578,0.430763006,0.143517166,0.437716812,0.130404979,0.443587482,0.126197338,0.449429065,0.125095233,0.423063695,0.144975886,0.42880255,0.131395712,0.434866786,0.126847491,0.441556454,0.125499427
63,0.579496086,0.210762233,0.56716305,0.201815963,0.55558145,0.183883384,0.54633534,0.172592029,0.537451923,0.168950468,0.563571036,0.164447308,0.559191644,0.150646508,0.555290043,0.142724097,0.550382257,0.135630593,0.569539726,0.161064759,0.563326478,0.145446196,0.558016658,0.138900533,0.552173674,0.133278802,0.576324284,0.160856768,0.57016468,0.145573616,0.564279258,0.139922142,0.558530986,0.134091854,0.584010661,0.163399622,0.578606844,0.148968935,0.572778583,0.143969223,0.566262841,0.139008224,0.42648986,0.193279833,0.439822346,0.185382918,0.451045573,0.170322299,0.459931284,0.1602173,0.469552219,0.157760307,0.443071306,0.147901937,0.44743228,0.134380922,0.452990592,0.129052684,0.459412873,0.127199084,0.437413722,0.143967211,0.443768203,0.131417021,0.449496716,0.126760289,0.455185711,0.126078233,0.430746704,0.14304617,0.437689781,0.129580006,0.443357229,0.126024395,0.448994428,0.126063392,0.422939152,0.144401819,0.428447694,0.130249396,0.434602052,0.125824913,0.441573679,0.125391454
64,0.579484403,0.209149122,0.567287683,0.201011419,0.556010008,0.183530614,0.546775103,0.172009155,0.537987232,0.167267665,0.563857079,0.16374591,0.559325576,0.149636239,0.555159807,0.141898215,0.550001204,0.135838971,0.569484591,0.160075411,0.563127935,0.143418759,0.557589054,0.136689782,0.551475227,0.131943554,0.575969636,0.159743875,0.56977576,0.14372386,0.563548565,0.13741523,0.557427883,0.131910339,0.583369851,0.162132159,0.577862442,0.147260219,0.571952701,0.141273797,0.565221488,0.135663956,0.426109523,0.191008985,0.439174056,0.184982404,0.450757265,0.169705436,0.459978431,0.159450516,0.469983429,0.15769957,0.443606704,0.147135302,0.447874397,0.134286821,0.453322202,0.128885984,0.459713757,0.126198918,0.43803376,0.142823771,0.444238603,0.130575165,0.450126767,0.125497431,0.456286788,0.123761334,0.431428969,0.1415696,0.4380171,0.128002554,0.443812966,0.123865083,0.44982639,0.123072974,0.423686862,0.142787039,0.429060698,0.128585488,0.434997201,0.124160364,0.441927522,0.123465858
65,0.579055011,0.208096638,0.566844046,0.199428782,0.555697918,0.181944877,0.546580315,0.170772552,0.537904263,0.166585535,0.563719928,0.162284911,0.558937669,0.148212418,0.554631889,0.139959246,0.549647748,0.13319169,0.569294155,0.158664599,0.562446177,0.142399475,0.556805372,0.135421216,0.551005423,0.130309686,0.575767219,0.158051223,0.568781018,0.142373502,0.562447846,0.136241511,0.556595087,0.130760178,0.583220899,0.159853294,0.576919794,0.145419642,0.570647955,0.139978334,0.563904583,0.134772584,0.426187038,0.189170122,0.439378411,0.183113918,0.450752914,0.167895034,0.460072935,0.157924682,0.469733715,0.156048253,0.443543345,0.145256206,0.448077142,0.133373037,0.453577727,0.127722442,0.460042685,0.124999523,0.438027292,0.140979171,0.444228828,0.129433438,0.450132459,0.124178097,0.456466943,0.122534022,0.431416541,0.13991645,0.438139558,0.127175733,0.443999499,0.122451141,0.450175285,0.121385768,0.423652977,0.141117558,0.429248363,0.127618879,0.435166508,0.123167485,0.442050785,0.122617021
66,0.579420388,0.207621947,0.567443132,0.199044615,0.555943549,0.181105629,0.54648906,0.170075536,0.537822068,0.165901691,0.563551784,0.161516219,0.558914006,0.147476494,0.554778695,0.139077023,0.549837172,0.132105023,0.568972051,0.158035919,0.562123954,0.142664343,0.556551218,0.135865971,0.550716579,0.130959913,0.575388372,0.157521963,0.568615019,0.142599657,0.562488616,0.13658005,0.55674237,0.131422952,0.582874179,0.159397751,0.576849699,0.145395249,0.570767224,0.14008224,0.564196348,0.135100156,0.426474094,0.188236564,0.439644694,0.181963786,0.451211751,0.166579843,0.46047911,0.156583041,0.470090061,0.154404268,0.44330439,0.144175425,0.44796896,0.132063478,0.453573108,0.12666297,0.460052252,0.124329083,0.437740266,0.140026838,0.444332898,0.128334627,0.45036909,0.12377134,0.456573099,0.122809127,0.43116045,0.138974786,0.438182831,0.125995934,0.444228739,0.122085638,0.450378716,0.121830195,0.423371106,0.140088692,0.429094672,0.126389295,0.435173512,0.122267991,0.442052484,0.121967137
67,0.579054117,0.206745461,0.566966057,0.197859749,0.555465281,0.180327624,0.54614675,0.169202253,0.537420452,0.164843351,0.563239694,0.161067486,0.558385551,0.146987885,0.554322243,0.138503939,0.549444616,0.131173357,0.568962336,0.15750663,0.562287569,0.141664535,0.556761384,0.134734109,0.550884545,0.129022539,0.575610697,0.157146171,0.568955302,0.141912952,0.562813222,0.13576895,0.556922615,0.12967205,0.583222151,0.159591764,0.577335596,0.145437613,0.571168602,0.139891297,0.564334929,0.134434208,0.426876873,0.188117579,0.439825833,0.181173891,0.451057613,0.165695906,0.460143596,0.155410141,0.470113605,0.153610438,0.443536699,0.143287048,0.448219448,0.130550057,0.454035342,0.125409588,0.4606269,0.123672813,0.437844157,0.139265105,0.444383502,0.127245173,0.450407594,0.122732252,0.45634836,0.122050509,0.4311409,0.13849315,0.438097626,0.125276297,0.443994969,0.121398047,0.449852437,0.121261381,0.42333585,0.139915794,0.428872317,0.125940204,0.435128897,0.121442229,0.442271888,0.121032789
68,0.578680873,0.206155032,0.566736221,0.197543591,0.555402935,0.179438606,0.546354413,0.168315947,0.537666619,0.16423358,0.562995255,0.159794554,0.558367431,0.145683303,0.554423273,0.137047917,0.549617231,0.129585534,0.56882596,0.156277329,0.562199652,0.140565321,0.55668056,0.133449897,0.550846756,0.127479747,0.575498998,0.156115159,0.568770766,0.140850767,0.562624395,0.134577394,0.556819797,0.128337264,0.583111644,0.158694401,0.577058733,0.144506142,0.570856571,0.139143556,0.564122915,0.133663997,0.426921189,0.187701449,0.439487576,0.181633919,0.450814188,0.166273415,0.459929645,0.155598029,0.469906509,0.15315938,0.443362951,0.143341884,0.448074847,0.129912734,0.453871846,0.124371968,0.460417688,0.12238998,0.437658131,0.139275387,0.444256574,0.127230883,0.450011909,0.122003064,0.455542952,0.120636508,0.430963814,0.13841705,0.437862337,0.125201061,0.443712384,0.12040861,0.449464411,0.119530439,0.423149347,0.13984549,0.429040372,0.125899598,0.435290694,0.120868854,0.442308009,0.119660348
69,0.578413427,0.206815124,0.566381395,0.19750227,0.555105031,0.179512218,0.546011865,0.168321893,0.53733629,0.164455593,0.563309729,0.160334721,0.558765173,0.146087542,0.554425716,0.137500525,0.549270451,0.130284488,0.568932474,0.156884268,0.562134862,0.140857801,0.556500614,0.133553654,0.550606072,0.127326056,0.575492442,0.156667829,0.568476439,0.141046047,0.562344372,0.134418428,0.556508541,0.127846837,0.583004475,0.159040526,0.576742053,0.144579247,0.570561111,0.138896167,0.563814998,0.133160397,0.427329063,0.187405899,0.439923167,0.181101859,0.451215655,0.165870994,0.460170627,0.155132487,0.470075756,0.152699888,0.443803519,0.142873138,0.448277116,0.129442856,0.453957945,0.124011099,0.460523963,0.122047536,0.437973142,0.138832226,0.444339156,0.127003029,0.44998607,0.121835254,0.455489278,0.120373338,0.431163967,0.138104662,0.437820911,0.125039548,0.443685442,0.120359868,0.449437171,0.119588964,0.423254609,0.139743716,0.429075152,0.125725687,0.435334474,0.120739833,0.442242682,0.119591288
70,0.578850389,0.207117677,0.566880882,0.198061198,0.555305898,0.179768294,0.546107173,0.168291986,0.537441552,0.164759055,0.563439131,0.16076079,0.558798552,0.146087214,0.554466069,0.137622207,0.549316645,0.130475715,0.568995357,0.157195583,0.562252045,0.141002417,0.556696773,0.133612424,0.550773442,0.127299964,0.575474441,0.156946793,0.568559468,0.141028643,0.562535644,0.134152561,0.556717515,0.127354294,0.582867742,0.159492269,0.576821864,0.144743592,0.570887208,0.138731718,0.564349651,0.132681042,0.426993996,0.187095925,0.439775884,0.180886194,0.451110393,0.165541053,0.460026294,0.154758066,0.469950914,0.152416363,0.443855017,0.142571494,0.448447526,0.129137143,0.454151392,0.123633809,0.460584044,0.121645264,0.438153028,0.138684973,0.444548637,0.126571298,0.450325906,0.121196717,0.455922633,0.119704366,0.431393474,0.137961,0.43805632,0.124668665,0.443878591,0.119904839,0.449632585,0.119058698,0.423523605,0.139442593,0.42918545,0.125384554,0.435342818,0.120412186,0.442293853,0.119375944
71,0.578891158,0.207448497,0.566782653,0.198435172,0.555265963,0.180099249,0.546120584,0.168448433,0.537570119,0.164737359,0.563130379,0.161325276,0.558374047,0.146758646,0.554082811,0.138262585,0.549085796,0.130963326,0.568788469,0.157725424,0.5619753,0.141559482,0.556383252,0.134171724,0.550539851,0.12783353,0.575365663,0.157312423,0.568414152,0.141659036,0.562452435,0.134879321,0.556703687,0.128119588,0.582877874,0.159675345,0.576887012,0.145135269,0.570956349,0.139292151,0.564432025,0.133399487,0.427207619,0.187098607,0.439942718,0.180809796,0.451287061,0.165538341,0.460286707,0.154957622,0.470207751,0.152579457,0.44357419,0.142532095,0.448255062,0.129089043,0.454194486,0.123920485,0.460770696,0.122553989,0.437952608,0.138570726,0.44463557,0.12647742,0.450590551,0.121283159,0.456309736,0.120170742,0.431298554,0.137797058,0.438178182,0.124209277,0.444156766,0.119817585,0.450013101,0.119381234,0.423516452,0.139225051,0.42932263,0.12475697,0.435595661,0.120010853,0.442582667,0.119347781
72,0.579027236,0.207996249,0.567001641,0.198853925,0.555405319,0.180276483,0.546125591,0.168729261,0.537483931,0.165032491,0.563158214,0.161344334,0.558383226,0.147346288,0.554155052,0.139285177,0.549169481,0.132346645,0.568804443,0.157905832,0.561963797,0.142085433,0.556325614,0.134707019,0.550254762,0.128340662,0.575349867,0.157608509,0.568485916,0.142147377,0.562408507,0.135387555,0.556438982,0.128705695,0.582930565,0.160019234,0.576801121,0.145565182,0.570794821,0.139714524,0.564236164,0.133898258,0.427066296,0.187363222,0.4398911,0.181122273,0.451316684,0.165668324,0.46029371,0.154767945,0.470146865,0.15196766,0.443568289,0.142892882,0.448392808,0.129152253,0.454410136,0.124130964,0.46096909,0.122787759,0.438070178,0.138936698,0.444925129,0.126615494,0.451121598,0.121475652,0.456927598,0.120259076,0.43143177,0.138129771,0.438362747,0.124417871,0.444479614,0.12016657,0.45032081,0.119522139,0.423581898,0.139437705,0.429288149,0.124991,0.435571611,0.12022385,0.442481726,0.119163774
73,0.578402221,0.207330585,0.566014946,0.198570609,0.554795444,0.180433735,0.54572767,0.168810531,0.537073851,0.164500386,0.562560141,0.160670683,0.557882547,0.146706954,0.55369699,0.138459727,0.548734248,0.131335497,0.568313003,0.157299489,0.561670184,0.141268447,0.555907547,0.134193674,0.549892068,0.128470838,0.575033307,0.156926349,0.568523705,0.141392902,0.562206268,0.1349262,0.556202531,0.12874198,0.582719088,0.159240529,0.576826811,0.144834846,0.570690215,0.138919517,0.564061701,0.13312465,0.426975816,0.186881915,0.439883888,0.181156069,0.451119512,0.165984064,0.459918082,0.154729351,0.469492584,0.151153415,0.443656951,0.142967552,0.448435962,0.129518062,0.45435214,0.124599218,0.460884541,0.123091377,0.438182414,0.138713226,0.444888711,0.126229674,0.451094091,0.120828196,0.457162261,0.11966826,0.431583494,0.137585342,0.438484251,0.123793639,0.444488734,0.119370162,0.450428337,0.118900001,0.423749536,0.138704121,0.429504275,0.124384969,0.43560192,0.11977715,0.442440182,0.119173318
74,0.578168511,0.207129061,0.565909207,0.198443279,0.554752171,0.180081949,0.54569006,0.168498918,0.537122846,0.164360106,0.562491,0.160480931,0.55794102,0.146511182,0.553777814,0.138039112,0.548863351,0.130846441,0.568231523,0.157021925,0.5615713,0.141092986,0.555728316,0.134059057,0.549727976,0.128568396,0.574958026,0.156625122,0.568428636,0.141008526,0.56196332,0.134768665,0.555852592,0.128866374,0.582655013,0.15891026,0.576866627,0.144652724,0.570683956,0.138852924,0.563923538,0.13319549,0.427226454,0.187024966,0.439982742,0.181214899,0.451268584,0.165857092,0.460078597,0.154720426,0.469596326,0.150871709,0.443319023,0.142853081,0.448263466,0.129172549,0.454397887,0.124382384,0.46105656,0.123302452,0.437899977,0.138617024,0.444838434,0.126311019,0.451111883,0.121032417,0.457100391,0.120061383,0.431417704,0.137462988,0.438516587,0.123700209,0.444674075,0.119233504,0.450661123,0.118823797,0.423716307,0.138487369,0.429701537,0.124228217,0.435901284,0.119612247,0.442727357,0.118831217
75,0.578204334,0.207863539,0.566150427,0.198804632,0.554915726,0.180439651,0.545783877,0.168985069,0.537261784,0.164922714,0.56301713,0.160715371,0.558391154,0.14669174,0.55399853,0.138246715,0.54881382,0.131172299,0.568600535,0.15738143,0.561789393,0.141636819,0.555825949,0.134742409,0.549699962,0.129286468,0.57519263,0.157094866,0.568542182,0.1413811,0.562014461,0.135137022,0.555846274,0.129238129,0.582793415,0.159506589,0.576986849,0.145103037,0.570807755,0.139313295,0.564102292,0.133794487,0.427187502,0.187323928,0.440117568,0.181181923,0.451434702,0.165859282,0.460261703,0.154808953,0.469842434,0.151154101,0.443263829,0.142956421,0.448221952,0.129510894,0.454311907,0.124626577,0.460831553,0.123288721,0.437910765,0.138972297,0.44473502,0.126635239,0.450988054,0.121061884,0.457014561,0.119785458,0.431440651,0.137967944,0.438289016,0.12412037,0.444359094,0.119445398,0.450348377,0.118760645,0.423678964,0.139133722,0.429381222,0.124880344,0.435477197,0.120130509,0.442293674,0.119360298
76,0.578184068,0.208771542,0.566266775,0.200007915,0.555074573,0.181072265,0.546034098,0.168997049,0.537535846,0.164422512,0.562955201,0.161296695,0.558495939,0.147279739,0.554268062,0.138844877,0.549106061,0.131572157,0.568648696,0.157914162,0.561943829,0.142323047,0.55611378,0.135353148,0.550070584,0.12953496,0.575336277,0.157676637,0.568712413,0.141985014,0.562301397,0.135503709,0.556269526,0.129186898,0.582942069,0.160234034,0.577023625,0.145672128,0.57083565,0.139702126,0.564116836,0.133815721,0.427175194,0.18763572,0.440183282,0.181064636,0.451426923,0.166028693,0.460223049,0.155144334,0.469846845,0.151612833,0.44343701,0.143387124,0.448127329,0.129904136,0.453949094,0.124662183,0.460356057,0.122993909,0.438018948,0.139582083,0.444241434,0.127197653,0.450304061,0.121704444,0.456171334,0.120124951,0.431477726,0.138690963,0.437897652,0.125039965,0.443793774,0.120255053,0.449584156,0.119265571,0.423623949,0.139804482,0.429009765,0.125750348,0.435004175,0.12101312,0.441673756,0.120230272
77,0.578628123,0.209287986,0.566720903,0.200253204,0.555652261,0.182456404,0.54630965,0.170544609,0.537820637,0.164590955,0.563997209,0.16181463,0.559644878,0.147548333,0.55513519,0.139417589,0.549597263,0.132984743,0.569575667,0.158455163,0.562739432,0.142291963,0.556844294,0.135804504,0.550506175,0.131103724,0.576090217,0.158329353,0.569051802,0.142404512,0.562320054,0.136497289,0.555965483,0.131401002,0.583403647,0.160883218,0.576800168,0.146742478,0.570266902,0.140977949,0.563288271,0.135890841,0.426352203,0.188425094,0.439042896,0.182805046,0.45054844,0.167364612,0.459634513,0.156422064,0.469444305,0.152711242,0.44249326,0.144611806,0.447603136,0.13099502,0.453840017,0.125667483,0.460582554,0.123791993,0.437173903,0.140562087,0.44432348,0.128416955,0.45072192,0.122664966,0.456910193,0.120561346,0.4307594,0.139420822,0.438301921,0.125900477,0.444532335,0.120922878,0.450463533,0.11951451,0.42309612,0.140382677,0.429629236,0.126476079,0.435867488,0.121622726,0.442562908,0.120115705
78,0.579003453,0.211796477,0.567522287,0.203479663,0.556439579,0.185753837,0.547155678,0.173519641,0.538224161,0.166581139,0.564452946,0.16446732,0.560331345,0.14946492,0.556008339,0.140956879,0.550618351,0.134140164,0.570339084,0.16143249,0.564172328,0.144423306,0.558551371,0.13692537,0.552191377,0.13112472,0.577090621,0.161741763,0.571023107,0.145104274,0.564567327,0.13887611,0.558249474,0.134006783,0.584779382,0.164601535,0.579360247,0.149334058,0.573166728,0.143355072,0.566297889,0.138966873,0.426216274,0.190055937,0.438791245,0.184189945,0.450316459,0.16854389,0.459379584,0.157550231,0.468748093,0.153383628,0.441903621,0.145450875,0.447076708,0.131706342,0.453394353,0.126713455,0.460049808,0.12535964,0.436698437,0.141625836,0.443988234,0.129214302,0.450364381,0.123870812,0.45619297,0.122652255,0.430344582,0.140620887,0.437978357,0.126882806,0.444342166,0.122489028,0.450256974,0.121887945,0.422786713,0.141642004,0.429172724,0.127432555,0.435550719,0.122784868,0.442288548,0.121711552
79,0.580811083,0.215766206,0.569594324,0.207967728,0.557847261,0.18987447,0.548237085,0.176650792,0.539887011,0.168135613,0.56611985,0.168679163,0.561822712,0.152627215,0.557746291,0.143609151,0.552793503,0.135911003,0.571988761,0.165783197,0.565886676,0.148219168,0.560672164,0.140480772,0.554909885,0.134124681,0.578664005,0.166418627,0.572819114,0.149084255,0.566865027,0.14266941,0.560921252,0.137782797,0.586171806,0.16994597,0.581112802,0.154484645,0.575347841,0.148432791,0.56876868,0.144330025,0.425741285,0.192436486,0.438235819,0.18660742,0.449522108,0.170747817,0.458358616,0.159650624,0.467928737,0.155464038,0.440742433,0.147242635,0.445795238,0.132812738,0.45189026,0.127775729,0.458399951,0.126618266,0.435227841,0.1435965,0.442464083,0.130494714,0.448286921,0.125920907,0.453449845,0.12586771,0.42881608,0.143033996,0.436333835,0.128814533,0.442247838,0.124900959,0.447551101,0.124971509,0.421361446,0.144683003,0.427665383,0.13026087,0.433444232,0.125978246,0.43926686,0.125176117
80,0.582238257,0.221917242,0.571038067,0.214044601,0.55932498,0.19563143,0.550022781,0.181313589,0.542336226,0.170525417,0.568709493,0.174065471,0.564461529,0.157815576,0.560486019,0.14844732,0.555665672,0.141273558,0.574518442,0.171434194,0.56874454,0.154249042,0.563373148,0.146990329,0.557564139,0.141832203,0.581022322,0.172562227,0.575700581,0.15516676,0.569417953,0.149518743,0.56330961,0.145687252,0.588307858,0.176839277,0.583580732,0.162323296,0.577756524,0.156260461,0.571386099,0.152036563,0.424622983,0.1973131,0.436572254,0.191829294,0.447718501,0.175741941,0.456818461,0.164369434,0.465910912,0.158509552,0.438783646,0.152140588,0.443724155,0.136852235,0.45004335,0.132105276,0.456349522,0.131618753,0.43309328,0.149096683,0.44046703,0.13440904,0.446675271,0.131253645,0.452050954,0.13265577,0.426644832,0.149335951,0.434265047,0.133665577,0.440925479,0.13054049,0.446650356,0.131415188,0.41956082,0.152029499,0.426070899,0.137664407,0.431923777,0.133980542,0.437396377,0.133192226
81,0.581589878,0.230592191,0.5711537,0.224308491,0.561249852,0.205561489,0.554074705,0.191719651,0.545596242,0.181100339,0.571107149,0.182356849,0.565980554,0.166029885,0.561251342,0.157772765,0.556174695,0.152003884,0.576971352,0.181191623,0.571872473,0.163421363,0.566161752,0.157406256,0.560186863,0.154719621,0.583206058,0.184823558,0.578546286,0.167851552,0.573137164,0.163166806,0.567849874,0.161414951,0.590060592,0.192093268,0.586287916,0.178251475,0.581301272,0.172981858,0.575857282,0.169863299,0.422540247,0.20302099,0.434343308,0.198680609,0.445599407,0.183352336,0.454848051,0.172586724,0.463933408,0.166231126,0.436623633,0.159784809,0.442042679,0.144036725,0.448312521,0.139887482,0.454356551,0.140055388,0.431222618,0.156741321,0.438925594,0.141309246,0.444808722,0.139871433,0.449904978,0.142062441,0.42500177,0.156968966,0.432849169,0.14131397,0.439338893,0.139932171,0.44475323,0.141098842,0.418157071,0.160001099,0.424859881,0.146489501,0.430752128,0.144995749,0.435757399,0.145368516
82,0.583621919,0.237322226,0.57218188,0.234875411,0.562100768,0.21884121,0.555161774,0.206658855,0.547448575,0.196297944,0.57186985,0.19734332,0.566485882,0.180347338,0.560946405,0.174290583,0.555457711,0.171466425,0.57814461,0.195697069,0.572399914,0.178654194,0.565882444,0.17517893,0.55982703,0.17452921,0.584468365,0.198742062,0.579508722,0.182821766,0.5736835,0.179787964,0.568010807,0.179378539,0.591236413,0.205047458,0.58810091,0.193327248,0.583278894,0.189740732,0.57793498,0.188112885,0.422112048,0.211062968,0.433306158,0.207977295,0.444921166,0.194174528,0.452736586,0.182944477,0.46053651,0.174662158,0.434599727,0.170536801,0.440931827,0.156351492,0.447313964,0.153781533,0.453575015,0.154874519,0.428971231,0.166447833,0.437273502,0.152248129,0.443728179,0.152054995,0.449614972,0.155061871,0.422606736,0.166848421,0.430851787,0.152593151,0.436999023,0.153707176,0.442163467,0.156883597,0.415798396,0.170627594,0.422361583,0.159405351,0.427422076,0.161738515,0.431413323,0.165069178
83,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.421791017,0.218801558,0.433358848,0.216906697,0.444965571,0.204656452,0.452829897,0.193835288,0.460361719,0.18661125,0.434550166,0.182801753,0.441050857,0.169467628,0.447069257,0.170874,0.451541096,0.176333368,0.427953273,0.179427534,0.435738266,0.168901712,0.439896852,0.177263647,0.442038804,0.185111091,0.421032697,0.180784285,0.42859441,0.172465265,0.431366861,0.181853607,0.432743073,0.188632965,0.414282501,0.185074612,0.420337379,0.174020976,0.425527453,0.174208313,0.429183841,0.175430059
84,0.588178396,0.294943869,0.5704,0.280082524,0.560067773,0.261074424,0.553450465,0.246123463,0.546450794,0.234650552,0.563464999,0.231978685,0.553149402,0.220721304,0.547809362,0.229342774,0.545720756,0.238023594,0.57028985,0.231111914,0.557525694,0.22643894,0.555225074,0.240592778,0.556312084,0.250155866,0.576822579,0.234423354,0.564515591,0.230297506,0.561738849,0.243165612,0.562634945,0.252436459,0.583213151,0.241277739,0.572844267,0.235806093,0.566760421,0.242906824,0.56370312,0.249856964,0.421313852,0.23315686,0.433795005,0.231449798,0.445578963,0.220145449,0.452275544,0.208020926,0.456728458,0.197155014,0.436512113,0.19658725,0.443254739,0.185087308,0.447525144,0.192060873,0.450038165,0.199839756,0.429810226,0.194178179,0.436687082,0.184372991,0.440565675,0.196512371,0.442086726,0.206119314,0.422569901,0.196661562,0.428628415,0.189585343,0.431462497,0.200586513,0.43256709,0.208346024,0.415307105,0.202170938,0.419547528,0.192549333,0.424523801,0.196821749,0.428221643,0.20119296
85,0.588601053,0.3067891,0.571652055,0.299458623,0.561266959,0.285277039,0.553259552,0.276155055,0.545439422,0.270723939,0.565077424,0.247773767,0.5524894,0.243863955,0.546227396,0.256581724,0.544041574,0.267887145,0.570890963,0.249122739,0.553427696,0.252352118,0.549267471,0.269901067,0.549838245,0.278844386,0.575158179,0.25652194,0.558473647,0.260758311,0.554108977,0.276745379,0.554664373,0.284823656,0.578176439,0.267759234,0.564780653,0.269929826,0.558057368,0.277493387,0.554731429,0.282067478,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
86,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.413328111,0.314441383,0.431986779,0.291246057,0.441904455,0.27064243,0.448219717,0.255506039,0.452491164,0.244354114,0.431326807,0.242164254,0.444558114,0.229449123,0.447591782,0.245298192,0.44596085,0.255123496,0.425747156,0.242649287,0.441962421,0.232480586,0.445163429,0.248298407,0.442502499,0.258858621,0.421112865,0.24732697,0.43648082,0.238117844,0.440044761,0.251544863,0.437540025,0.262731045,0.416853458,0.255617976,0.428987563,0.245882124,0.434999168,0.25354746,0.43588677,0.261810333
87,0.579717338,0.362143457,0.561436474,0.355146646,0.546923101,0.349252492,0.535675585,0.349425405,0.527520418,0.351675123,0.549752533,0.320082545,0.531848788,0.325031728,0.52552861,0.340178996,0.524777353,0.352050304,0.555226266,0.321974844,0.535193443,0.333208561,0.529260457,0.349876076,0.528746009,0.361171514,0.560098469,0.330370486,0.540961146,0.339881152,0.533901513,0.354602963,0.532573164,0.364875674,0.564101279,0.343634874,0.548583567,0.349636883,0.540331841,0.357985497,0.536083758,0.365037471,0.41875878,0.324541152,0.436089545,0.309625745,0.446514338,0.290074497,0.453278065,0.275186032,0.457094043,0.262624323,0.438035667,0.261786163,0.449506491,0.25600493,0.452792585,0.27058053,0.453300595,0.281790107,0.431252748,0.262456745,0.444673538,0.260782599,0.448908985,0.274972647,0.448806584,0.286764592,0.425218344,0.269191474,0.439301163,0.266037405,0.444811881,0.27897501,0.445460439,0.290210932,0.419836491,0.279552966,0.43043527,0.274869472,0.438261926,0.280864179,0.442667484,0.286910862
88,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
89,0.575407147,0.419535249,0.559785843,0.40357545,0.54435879,0.397780895,0.532924533,0.400106609,0.525228679,0.40579924,0.540362954,0.388419986,0.52003026,0.395482987,0.511828423,0.411302537,0.508669555,0.424580663,0.543762803,0.395020485,0.522310078,0.407018125,0.51339972,0.42334792,0.510135353,0.436860055,0.547849476,0.404692709,0.527392209,0.416029483,0.518077016,0.430185646,0.514536917,0.441325843,0.552280664,0.416515172,0.53643626,0.426429898,0.527870655,0.436172754,0.522701263,0.443930626,0.423970461,0.385005832,0.443235785,0.370925277,0.45655933,0.3533068,0.465681255,0.341190606,0.467675805,0.331379533,0.447208405,0.321955889,0.464356422,0.316309184,0.466955483,0.335561812,0.464512676,0.34739086,0.440256119,0.324996263,0.460171789,0.324362099,0.462523788,0.344193548,0.458697617,0.354862362,0.434843153,0.33424294,0.45476231,0.333505839,0.457406163,0.349291384,0.453320742,0.358979315,0.430810452,0.347859412,0.446010798,0.345264822,0.450100124,0.354594022,0.448491484,0.361654729
