frame,[L] 0X,0y,1x,1y,2x,2y,3x,3y,4x,4y,5x,5y,6x,6y,7x,7y,8x,8y,9x,9y,10x,10y,11x,11y,12x,12y,13x,13y,14x,14y,15x,15y,16x,16y,17x,17y,18x,18y,19x,19y,20x,20y,[R] 0x,0y,1x,1y,2x,2y,3x,3y,4x,4y,5x,5y,6x,6y,7x,7y,8x,8y,9x,9y,10x,10y,11x,11y,12x,12y,13x,13y,14x,14y,15x,15y,16x,16y,17x,17y,18x,18y,19x,19y,20x,20y
45,0.589650273,0.253516763,0.574732482,0.234554291,0.564465344,0.21242857,0.556758344,0.194342777,0.546657562,0.184210062,0.570982873,0.177679822,0.569128335,0.151291892,0.567827046,0.133689284,0.567133129,0.116919219,0.577924371,0.175730482,0.576529443,0.145430818,0.575219274,0.124140702,0.574553907,0.105199859,0.58477509,0.178020239,0.584877193,0.149924457,0.584108472,0.130455762,0.583563626,0.112594701,0.591903806,0.185162678,0.592227101,0.162069678,0.591702521,0.147494778,0.591515481,0.133340359,0.421694666,0.232885584,0.436709881,0.215421647,0.448166132,0.192107111,0.456283122,0.175699726,0.463133067,0.168161169,0.435494512,0.151287198,0.434479952,0.119852975,0.433975428,0.102678925,0.433168918,0.088856891,0.429573327,0.150559351,0.42786625,0.116413698,0.427651167,0.098590568,0.42700541,0.084627084,0.42371875,0.153493822,0.4221389,0.122732379,0.42296955,0.105398983,0.423392862,0.091347083,0.418014586,0.160871357,0.415873587,0.137139648,0.416472673,0.123028368,0.417217135,0.110933065
46,0.583639145,0.227842659,0.570028305,0.214518696,0.559507251,0.192467973,0.552265882,0.174808845,0.542398214,0.167255223,0.568161368,0.155891672,0.565806448,0.124996468,0.564495981,0.108386993,0.563264251,0.093883052,0.575222194,0.153854892,0.57325381,0.117025912,0.571965575,0.097637087,0.571023464,0.081653088,0.581794798,0.157333344,0.580973268,0.122508645,0.579300702,0.103893086,0.577276289,0.087469235,0.588424146,0.166090086,0.589443862,0.141214833,0.589524329,0.125559255,0.589157581,0.109710507,0.421997279,0.219900489,0.437360674,0.199118033,0.44855085,0.178490266,0.457801044,0.165197551,0.466472268,0.160367057,0.437229723,0.139235303,0.437265128,0.11088372,0.437112421,0.093164362,0.436610103,0.077045664,0.4310157,0.138446003,0.431241244,0.107680596,0.431187183,0.087937713,0.430497438,0.070571482,0.425281286,0.141846001,0.425294846,0.112269834,0.425797909,0.09440437,0.426187932,0.078190491,0.419451743,0.149099261,0.418944985,0.126057237,0.419413269,0.111624308,0.419663101,0.097199619
47,0.582072556,0.222149104,0.568136215,0.209538996,0.557704031,0.188418016,0.550614774,0.171620801,0.541297555,0.165881529,0.565082788,0.150340676,0.562967181,0.121640138,0.56213659,0.104192615,0.562013388,0.088072449,0.571957588,0.14722012,0.569864511,0.114302799,0.568596303,0.093907662,0.568115056,0.075818434,0.578689039,0.14880386,0.577801168,0.11760655,0.576641858,0.098582529,0.575679183,0.081930608,0.58587116,0.155330628,0.586498797,0.131372541,0.586613119,0.116340727,0.586514115,0.101559252,0.423639327,0.208659813,0.439171523,0.190127507,0.45023796,0.170087412,0.459331155,0.157858536,0.467877865,0.154841706,0.439436287,0.130255058,0.4397524,0.1024618,0.439612538,0.085134536,0.438913822,0.069324024,0.432991832,0.128908187,0.433314174,0.099026576,0.433398724,0.079914942,0.432699233,0.062847435,0.427177995,0.132021978,0.427342057,0.103018269,0.427904159,0.0859036,0.428231895,0.070403464,0.421454817,0.139047131,0.421374232,0.116290115,0.421969444,0.10206145,0.422370523,0.08785443
48,0.580260456,0.215481803,0.566640675,0.204404801,0.555977643,0.184323624,0.548540354,0.168782741,0.539075196,0.164842248,0.56311202,0.145925045,0.560611367,0.117975563,0.559531391,0.100802578,0.559181154,0.084975004,0.570089221,0.141800657,0.567427993,0.109317541,0.56613481,0.088862352,0.565438926,0.070957586,0.576770306,0.142426893,0.575450301,0.111535788,0.574122369,0.09222921,0.57291919,0.075557195,0.583819091,0.147910416,0.584354103,0.123999462,0.584730923,0.108905748,0.584898174,0.094181582,0.425686479,0.199683398,0.440962911,0.183925033,0.451991051,0.165695772,0.461720496,0.154238477,0.470398098,0.15343146,0.44097814,0.124466404,0.441557854,0.097439803,0.441986918,0.08114358,0.4418993,0.066085115,0.434658289,0.12299668,0.435303688,0.093099467,0.435888797,0.074160464,0.436000109,0.056889258,0.428659141,0.12590076,0.429237813,0.097372219,0.430125713,0.080469556,0.430976629,0.065047264,0.422769666,0.132865593,0.422704458,0.110243306,0.423582017,0.096479893,0.424628168,0.082810894
49,0.579858601,0.210727125,0.566761434,0.201063633,0.555638194,0.183120325,0.547923923,0.168086976,0.538729846,0.163651109,0.562659204,0.143399388,0.559499383,0.11527583,0.558130622,0.098281078,0.55763495,0.083078407,0.569633424,0.138976932,0.566064954,0.105923027,0.564386308,0.085756078,0.563448906,0.068199813,0.576532841,0.139489919,0.574366987,0.108222529,0.572652519,0.089147694,0.571192145,0.072848633,0.583981276,0.144728914,0.584093869,0.120396942,0.584181249,0.105098836,0.58406353,0.090414032,0.427410752,0.193797693,0.441973418,0.182585895,0.452606678,0.164914608,0.461954772,0.153635055,0.470753431,0.153438747,0.441871554,0.123769537,0.442951828,0.095689788,0.443432242,0.078767449,0.44318518,0.063946456,0.435898989,0.121697515,0.436659157,0.09064918,0.437434703,0.071818642,0.437763184,0.055221751,0.43013826,0.123686902,0.431056768,0.094771221,0.432092905,0.077523768,0.432928473,0.062302366,0.424301118,0.129407316,0.424571931,0.106271394,0.425479144,0.092920154,0.426492572,0.079888657
50,0.578978121,0.208644897,0.566526592,0.199127138,0.555346429,0.180757761,0.547543585,0.166601151,0.538219988,0.163861215,0.562874377,0.139965162,0.559802532,0.112127751,0.55839026,0.09513621,0.55770272,0.080060542,0.570064068,0.135883287,0.566810191,0.103456199,0.565160453,0.083434127,0.564188123,0.066391587,0.577090979,0.136927009,0.575378537,0.10617727,0.573751748,0.087576136,0.572342932,0.071995333,0.584479034,0.142880514,0.584978044,0.118938595,0.584815741,0.103762411,0.584487438,0.089549161,0.427485853,0.189731985,0.442149162,0.18011497,0.453049004,0.163355574,0.462202638,0.152494088,0.470917881,0.15232712,0.442548633,0.122417659,0.443585515,0.094377235,0.443768114,0.077463493,0.443083674,0.062724471,0.436343461,0.119883761,0.437232137,0.089004174,0.437710762,0.069571592,0.437597483,0.052780628,0.430243075,0.121447608,0.431343734,0.092959426,0.4324691,0.075457305,0.433047831,0.060321346,0.423953235,0.126737878,0.424496621,0.104004219,0.425479591,0.09074413,0.426459372,0.077926829
51,0.579154611,0.207968026,0.566713572,0.19829987,0.555459857,0.179159999,0.547407329,0.165311083,0.537674665,0.163178712,0.563070655,0.138881877,0.560391009,0.111531809,0.559344947,0.094422117,0.558883071,0.079393134,0.570358932,0.134859398,0.56760788,0.102567859,0.566231251,0.08242052,0.565544546,0.064989746,0.577454925,0.13605006,0.576033831,0.105335191,0.574520648,0.086576998,0.573328674,0.070639096,0.584814012,0.142076597,0.585372031,0.117456719,0.585317314,0.102140069,0.585232139,0.087659478,0.427247167,0.187366605,0.441635609,0.178628176,0.453158826,0.162631363,0.462653667,0.152407736,0.471293896,0.152662262,0.44268319,0.121907018,0.443849444,0.093386665,0.444003254,0.075906798,0.443107098,0.060625128,0.436114669,0.119121835,0.437433958,0.088576704,0.437795132,0.068790302,0.437485963,0.052053615,0.429708272,0.120339274,0.431148022,0.092109039,0.432308555,0.074411288,0.433025658,0.059428796,0.423125207,0.124927767,0.424045265,0.101919398,0.425123096,0.088533029,0.426267296,0.075827159
52,0.579070449,0.20717594,0.566566467,0.197583318,0.555371046,0.178088427,0.547339499,0.164473072,0.537473738,0.163150072,0.563307524,0.137838945,0.560613811,0.110941157,0.559462726,0.09412384,0.558762848,0.079542018,0.570530236,0.133663878,0.567773223,0.101603851,0.566368103,0.081630491,0.565589845,0.064825639,0.577622533,0.13461715,0.576061606,0.104015782,0.574397027,0.085375965,0.57298404,0.069955967,0.585019588,0.140363827,0.5854792,0.115859233,0.585417032,0.100506082,0.585241497,0.086155444,0.427387178,0.185093209,0.441510648,0.176637232,0.453022718,0.161957666,0.462794423,0.152522177,0.471426994,0.153132379,0.442657977,0.121342063,0.444301635,0.092698917,0.444702744,0.075441495,0.444023579,0.060285136,0.436280578,0.118587807,0.438065171,0.087737642,0.43871966,0.067858137,0.438652068,0.051160119,0.429930687,0.119957425,0.431729347,0.091188222,0.433115989,0.073065639,0.434063077,0.05776865,0.423265219,0.12481337,0.424275041,0.101585567,0.425379395,0.087763421,0.42658776,0.07466267
53,0.578744173,0.207414657,0.566245437,0.197808638,0.554991543,0.17814362,0.546964765,0.164382562,0.537073612,0.162613377,0.563100755,0.137137681,0.560506225,0.110686377,0.559482813,0.093923636,0.558897734,0.079280891,0.5703848,0.133009896,0.567988455,0.101518571,0.56678462,0.081782907,0.566128492,0.065216184,0.577456772,0.134128705,0.576248229,0.104287267,0.574854612,0.086155206,0.57366389,0.071019799,0.584699452,0.140027419,0.585437536,0.1160089,0.585491478,0.100870222,0.585416973,0.086659238,0.427199364,0.185451493,0.441435397,0.17670469,0.452932924,0.161735684,0.462639987,0.152655855,0.471144706,0.153816506,0.442876309,0.121912539,0.444559932,0.093412653,0.445167899,0.076010637,0.444764376,0.060446709,0.436409175,0.119163468,0.438385934,0.088453829,0.439209402,0.068090618,0.439419299,0.051011078,0.429944485,0.120889604,0.431944311,0.091889441,0.433552444,0.073042735,0.434790492,0.057202913,0.42317605,0.126342624,0.424331218,0.102822602,0.425657302,0.088564932,0.427148372,0.07520023
54,0.579677165,0.207982093,0.566704631,0.198491544,0.555095255,0.178981677,0.546846211,0.165036753,0.537029803,0.162808776,0.563391507,0.138219252,0.560546994,0.111477509,0.559331357,0.094807439,0.558637619,0.080060042,0.570685267,0.133968249,0.568039477,0.102267966,0.566783786,0.082792819,0.56620723,0.066379793,0.577675939,0.13493821,0.576253891,0.104872391,0.574877024,0.087000825,0.573735356,0.072143339,0.584802628,0.140610516,0.585525811,0.116194881,0.585449874,0.101296782,0.585350156,0.087499805,0.427358329,0.18527548,0.441588849,0.17749843,0.453142434,0.162331268,0.462826192,0.152948663,0.4712933,0.153550655,0.443089455,0.122247159,0.44506821,0.093970284,0.445979863,0.076647274,0.445908785,0.061273158,0.436658859,0.119116433,0.438829303,0.08823894,0.439934283,0.067794099,0.440347552,0.050676718,0.430177927,0.120535806,0.432325512,0.091356128,0.434024632,0.072297037,0.435250282,0.056356318,0.423330873,0.125771448,0.424648881,0.102316096,0.426085323,0.087907515,0.427626967,0.074538276
55,0.58076185,0.209745616,0.567774117,0.200028986,0.555887461,0.180431962,0.547372758,0.16642791,0.53682369,0.164339945,0.563355625,0.140052468,0.560495079,0.11346335,0.559248447,0.09685342,0.558471262,0.082043134,0.570602059,0.135689914,0.567604482,0.105014794,0.566219032,0.085438788,0.565367401,0.068463109,0.577524126,0.136419341,0.575635433,0.107137188,0.574117541,0.089371063,0.572767794,0.074423395,0.584651053,0.141715914,0.584558904,0.117662795,0.584155679,0.102898434,0.583665013,0.08890368,0.426775038,0.186846182,0.441188157,0.178171515,0.452755541,0.16281575,0.462523848,0.154010102,0.471068621,0.155634761,0.443209857,0.123468921,0.445481509,0.095729336,0.446636647,0.078628063,0.446745634,0.063209809,0.436831564,0.120370358,0.439157397,0.089733824,0.440490276,0.069285408,0.441136926,0.051848903,0.430374563,0.121611938,0.432696581,0.092572689,0.434584469,0.073491663,0.436024219,0.057394035,0.42360419,0.126701131,0.425250888,0.103264779,0.426874876,0.088793583,0.428633302,0.075219534
56,0.582620978,0.211534753,0.569235682,0.200942561,0.556744099,0.182187095,0.547470212,0.169024095,0.537310779,0.16713959,0.564287722,0.144161463,0.56043905,0.117291853,0.558399081,0.100986071,0.556813061,0.085710853,0.570814788,0.140288502,0.566214919,0.110327601,0.563886046,0.090578645,0.562186539,0.072753802,0.577284038,0.141099781,0.573698401,0.112200454,0.570940733,0.093924083,0.56858027,0.078421243,0.584280849,0.14640221,0.582130551,0.122955181,0.58009845,0.108149126,0.577981055,0.094580933,0.424472392,0.190031886,0.439216584,0.180873156,0.451394975,0.165265501,0.461919278,0.156598687,0.47093004,0.159060001,0.44313255,0.127283141,0.446869999,0.100540258,0.449328065,0.083869524,0.451074511,0.068458796,0.436852187,0.123977914,0.441223919,0.094909407,0.444115579,0.076023243,0.446390778,0.058492325,0.430159628,0.124627829,0.435002953,0.097398229,0.438481033,0.07970342,0.441312015,0.063917793,0.422871798,0.129316166,0.426359355,0.106606871,0.429230779,0.093119882,0.432196528,0.07984031
57,0.583720088,0.216776922,0.569976628,0.203021213,0.558107197,0.183583304,0.548669875,0.17106916,0.538649976,0.168208748,0.564892292,0.153440595,0.558579981,0.130025774,0.556072295,0.117177971,0.554458559,0.104582377,0.571398616,0.151002422,0.564442277,0.12608856,0.561523199,0.113244317,0.559163094,0.101832256,0.577809393,0.151890054,0.57195878,0.128190607,0.568053663,0.11536096,0.564507008,0.104848638,0.585065663,0.156392351,0.579477608,0.13733919,0.57512778,0.126641735,0.570897937,0.116472527,0.421647787,0.195011318,0.437706053,0.184484467,0.450425953,0.167527959,0.460880041,0.158270359,0.470431119,0.158552691,0.443541259,0.137490183,0.449026495,0.115067691,0.453223884,0.104477301,0.457305998,0.096220329,0.437787533,0.13448222,0.444602579,0.110464513,0.449685425,0.100120962,0.454144567,0.092089266,0.431149542,0.13404271,0.437720031,0.111141652,0.443600059,0.100568764,0.448915452,0.092758194,0.423400968,0.137186468,0.428770274,0.117497087,0.434039772,0.107986696,0.439213693,0.099656373
58,0.584114254,0.218583286,0.569950938,0.205842644,0.557695329,0.187062755,0.546868682,0.17591837,0.536049068,0.173862368,0.564404011,0.163760662,0.557999134,0.145915493,0.554226637,0.13539426,0.550961912,0.125410438,0.570404768,0.159022778,0.562426388,0.138333216,0.557695329,0.128200203,0.553380132,0.118766561,0.576811135,0.156917796,0.569442928,0.137261242,0.563898921,0.127863303,0.558629215,0.119064003,0.584145725,0.157273263,0.576995552,0.141271204,0.57121551,0.133813173,0.565216124,0.126942724,0.421994776,0.19794631,0.437535912,0.18700853,0.449733645,0.170724586,0.459923983,0.161513254,0.469974399,0.161443606,0.443297386,0.144253418,0.44875139,0.126055509,0.45330736,0.11931853,0.458806247,0.114447199,0.437627971,0.140392631,0.444402844,0.12132673,0.449804664,0.114102468,0.455584258,0.108475462,0.430914134,0.139711231,0.437866062,0.12084645,0.443786055,0.112446584,0.449880332,0.106254876,0.422894895,0.142607465,0.428621829,0.12579076,0.433882862,0.117362745,0.439747304,0.110049501
59,0.58183521,0.219144389,0.568475723,0.205141336,0.555888474,0.18688938,0.545329392,0.176305532,0.535980582,0.174150765,0.564171612,0.166057259,0.558870494,0.149984509,0.555225909,0.140622273,0.551278234,0.131757885,0.56993264,0.162818804,0.562624097,0.145214945,0.557822466,0.136718526,0.552715838,0.12816143,0.576430976,0.161900237,0.569350004,0.14491792,0.563962698,0.137288302,0.558577836,0.129641026,0.583767831,0.163465783,0.577468991,0.14825958,0.572170317,0.141880125,0.566369116,0.135753572,0.423822284,0.197778821,0.437993526,0.187751397,0.450181216,0.171345383,0.460154146,0.161429554,0.470104724,0.161110416,0.442512095,0.145335093,0.447468013,0.128867716,0.452520937,0.123932168,0.458343774,0.123308122,0.43667537,0.141501412,0.444052637,0.125680104,0.44956699,0.122544542,0.454631299,0.123998404,0.430139899,0.14114511,0.438203454,0.126173481,0.444295287,0.122198373,0.450161904,0.121423177,0.422641307,0.143920168,0.429305047,0.129920393,0.435141981,0.124882892,0.441329747,0.121629827
60,0.580858111,0.216626167,0.567990899,0.205036893,0.55584234,0.187271714,0.545561492,0.176892936,0.535949469,0.173813865,0.562966526,0.165483385,0.557917655,0.151641503,0.553749025,0.143616676,0.548700988,0.137419656,0.568795204,0.162576854,0.561868787,0.14646937,0.556592345,0.139839888,0.550570488,0.135269985,0.575481117,0.162607774,0.568705559,0.147124201,0.563039541,0.141349286,0.55739516,0.136660323,0.583267868,0.164855018,0.577085674,0.151252478,0.571508825,0.145739764,0.565236926,0.140450805,0.425189853,0.197590828,0.438495964,0.188704729,0.450553656,0.172804698,0.460248828,0.162272215,0.470180392,0.161424622,0.442639679,0.148711592,0.448006719,0.13463214,0.453194708,0.129770458,0.458910108,0.128500789,0.436887383,0.144657016,0.444332808,0.131122351,0.449569732,0.127800584,0.454495609,0.128851935,0.430445999,0.143925235,0.438204974,0.130316436,0.443675756,0.127206191,0.449018985,0.127628431,0.422986567,0.145685077,0.429043978,0.131938204,0.434682488,0.127506405,0.440862864,0.12627463
61,0.580335855,0.214969739,0.567550719,0.203890532,0.555685878,0.186494991,0.545621693,0.175817922,0.536503732,0.172768801,0.563236296,0.166149765,0.558550537,0.152548879,0.55449307,0.145201221,0.549538374,0.13949427,0.568893254,0.162990198,0.562096715,0.147166371,0.556779623,0.14074938,0.550764859,0.136026487,0.575471282,0.16265884,0.56879282,0.14731285,0.563055456,0.141367406,0.557266235,0.136018604,0.583024502,0.164968908,0.577121556,0.151026577,0.571465611,0.14554286,0.565078974,0.14025268,0.425943226,0.196988672,0.439299375,0.188489944,0.45059526,0.172603294,0.459731996,0.162231192,0.469696492,0.160649553,0.443101764,0.149656549,0.447964966,0.13603279,0.453618675,0.130663037,0.460006654,0.128784895,0.437333614,0.145359188,0.443948358,0.132207423,0.450161904,0.12704654,0.456073374,0.126004711,0.430573583,0.144472837,0.437644094,0.130794525,0.443590492,0.126432747,0.449288934,0.125768244,0.422719032,0.14590548,0.428150505,0.13196139,0.434061408,0.126924723,0.440595478,0.125474453
