299,0.486759901,0.75937438,0.483669847,0.799391866,0.48491174,0.836108923,0.48619923,0.865237474,0.482760727,0.88451916,0.495815188,0.811540663,0.510362864,0.835226953,0.511300266,0.846029401,0.511347115,0.85382688,0.497082055,0.79615128,0.511970162,0.824202597,0.51163882,0.842873812,0.510788977,0.854345024,0.497892052,0.78134352,0.509858429,0.812539101,0.505663753,0.832269609,0.5015347,0.845183253,0.497652203,0.769204378,0.506773412,0.794563353,0.50582999,0.809397697,0.503560364,0.819017649,0.478353173,0.759185612,0.495146513,0.745921314,0.510757208,0.752860725,0.522362232,0.768607259,0.532449186,0.778651237,0.510102212,0.772305667,0.526407599,0.797584713,0.533673286,0.810630739,0.537812233,0.819399416,0.502653182,0.789586902,0.520372748,0.815438449,0.528500915,0.827919304,0.533173859,0.834812701,0.494640559,0.803994894,0.511075735,0.830075383,0.519736886,0.840695977,0.525263429,0.845967114,0.486949205,0.814451754,0.499898493,0.838706672,0.507368326,0.846725345,0.513207972,0.849644125
300,0.487269312,0.754350066,0.476914793,0.794496536,0.476980835,0.831660926,0.479776621,0.862307668,0.479169875,0.880860031,0.487357467,0.811124027,0.495532483,0.83913511,0.492996782,0.854793847,0.491458476,0.864539802,0.494439542,0.793206573,0.509887218,0.822892427,0.512304783,0.841229677,0.514416456,0.851315558,0.501938343,0.776041925,0.518264115,0.805460274,0.519324183,0.824210763,0.519046187,0.836637855,0.508027196,0.761756122,0.5218907,0.785670698,0.526030242,0.799983084,0.527749538,0.809795916,0.477415115,0.75256449,0.494530082,0.740416408,0.509505451,0.748457789,0.521187365,0.765476346,0.531194806,0.776121795,0.508548141,0.766674638,0.523932695,0.792883873,0.531416357,0.806573629,0.536031604,0.816560626,0.501256645,0.783282042,0.51822263,0.810387373,0.526546359,0.825210154,0.531558394,0.83482331,0.493285477,0.797109425,0.508933961,0.825087726,0.517153025,0.838067055,0.522393286,0.845558703,0.485629231,0.806997061,0.497726977,0.832973897,0.5046525,0.843183637,0.51000005,0.847910106
301,0.489285886,0.749774694,0.490544498,0.776426852,0.493090957,0.810104668,0.490972638,0.839363158,0.487823695,0.859752893,0.504740775,0.807336092,0.500258207,0.838798761,0.492548466,0.856670439,0.484751999,0.868731081,0.508044899,0.796325862,0.507248998,0.834085464,0.499731094,0.8430444,0.493174046,0.842799902,0.509048581,0.78285569,0.509079576,0.821055651,0.503718019,0.828887403,0.499357164,0.828346074,0.508303225,0.770239294,0.507911801,0.800359845,0.505041838,0.811143637,0.502440572,0.816545784,0.477658153,0.741433561,0.494627625,0.732072353,0.508693695,0.744013011,0.518265069,0.765971661,0.525035799,0.782532513,0.508536577,0.754803181,0.521916389,0.785943627,0.528445065,0.80333519,0.532211006,0.815636814,0.500211477,0.769761384,0.515857041,0.803512216,0.522970855,0.821777165,0.526752174,0.833558261,0.491023809,0.783279538,0.505700409,0.816834211,0.513138771,0.832570791,0.517410278,0.841342807,0.482829571,0.793616176,0.494072556,0.821560383,0.500383496,0.833694279,0.504592836,0.841140211
302,0.505436182,0.760535896,0.520834744,0.788599193,0.520818591,0.809055865,0.514193237,0.823058665,0.507254541,0.83324939,0.514260352,0.829459667,0.500144422,0.856226206,0.491724819,0.867287099,0.485915065,0.875932276,0.504415929,0.825324118,0.488033026,0.853762925,0.479139566,0.865572453,0.472847193,0.874235749,0.495375961,0.817179441,0.481669515,0.842385173,0.473409235,0.853879094,0.467272699,0.863498628,0.48737371,0.806100607,0.476657987,0.824973524,0.471083015,0.836281538,0.467262954,0.84627223,0.479435533,0.725393772,0.495919943,0.727346599,0.507839739,0.743939519,0.513973355,0.765135229,0.518060148,0.781423748,0.507035196,0.747062027,0.518653035,0.779473841,0.524414599,0.798742712,0.528470397,0.812811315,0.499537796,0.755961418,0.511510253,0.792624712,0.517907083,0.813233495,0.522154927,0.826870561,0.490887314,0.765221477,0.501952231,0.800619364,0.509112716,0.818675637,0.514452636,0.830230892,0.482300967,0.773514092,0.49071902,0.802334428,0.496110946,0.815206349,0.500461578,0.823284268
303,0.518989861,0.798381388,0.513174295,0.789942384,0.50203979,0.783275127,0.489412129,0.784698009,0.477231443,0.789078772,0.505950511,0.793621719,0.48887381,0.795307875,0.478040814,0.801903248,0.468654394,0.809738278,0.508737922,0.809232831,0.490116745,0.820648134,0.478621334,0.830858588,0.468471348,0.838869572,0.510900557,0.823168159,0.496333688,0.838829756,0.486169547,0.849004269,0.477058887,0.85632211,0.51355356,0.835847855,0.504245937,0.85101378,0.497004062,0.860125899,0.489229321,0.865730762,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
304,0.532941937,0.774949849,0.516390741,0.766891778,0.501312137,0.773771822,0.487930983,0.788587749,0.478208482,0.802258313,0.499616921,0.795264006,0.480709106,0.819264174,0.471658736,0.832771003,0.465386838,0.842081726,0.506218433,0.813571334,0.484787226,0.841637015,0.474478036,0.854549944,0.46827805,0.861343086,0.513233125,0.826812088,0.494133621,0.855260849,0.483845502,0.866049409,0.477169871,0.871656954,0.519659817,0.835048139,0.505704761,0.861495078,0.497474104,0.871008694,0.490667373,0.876674056,0.459786832,0.646752656,0.47908926,0.647028923,0.493305117,0.665372849,0.499763399,0.689965308,0.503246307,0.71138674,0.49495402,0.67284596,0.51002121,0.708737612,0.515499771,0.730093002,0.517780185,0.742013454,0.485968649,0.684879065,0.502765,0.726727784,0.509028792,0.74704963,0.511393368,0.756442428,0.475776196,0.695868671,0.490002751,0.737214983,0.494673669,0.752285838,0.496420592,0.756781995,0.466503918,0.705818594,0.478180885,0.739234984,0.483995587,0.750066757,0.486922801,0.753696144
305,0.536436558,0.773421645,0.518823266,0.762073874,0.50420928,0.769603968,0.491389841,0.786979914,0.481268764,0.800320148,0.502632499,0.795337737,0.48352927,0.817977607,0.47437039,0.829838812,0.467920423,0.839353263,0.508617699,0.812751234,0.488076985,0.836631119,0.47788772,0.848953784,0.470607996,0.857579172,0.515602767,0.825202703,0.49724412,0.84928292,0.487257361,0.860880971,0.480210751,0.868095517,0.522117078,0.833015323,0.508181214,0.855600119,0.500585556,0.864989281,0.49416241,0.87128967,0.460879713,0.63159281,0.480828702,0.633605003,0.494807065,0.648124337,0.502301753,0.66827935,0.506800711,0.682996213,0.488974959,0.648035586,0.503683269,0.680830479,0.504963338,0.692090869,0.501708627,0.691522002,0.479903042,0.659985781,0.496690303,0.697130203,0.499193788,0.70478791,0.495211333,0.699451447,0.470714331,0.670870662,0.483409911,0.709492147,0.484774798,0.710800111,0.481861323,0.702700615,0.462175071,0.681519985,0.471077621,0.713115811,0.473456383,0.712713122,0.471640378,0.70459038
306,0.537923276,0.771970391,0.519266009,0.760032475,0.504802883,0.767980278,0.492182612,0.785005987,0.482024282,0.797770679,0.50456953,0.792709887,0.485775977,0.815091789,0.476276696,0.826550603,0.469362944,0.835813701,0.510745108,0.810329735,0.490538895,0.833976328,0.479968935,0.845080554,0.47214368,0.853316844,0.517403543,0.823112488,0.499081105,0.846637547,0.488715291,0.857251346,0.481100023,0.86416626,0.52339685,0.8310619,0.509529889,0.853168428,0.501816154,0.861930668,0.495190889,0.86816442,0.454966068,0.558500171,0.47491625,0.5634498,0.489619583,0.579325199,0.495283067,0.60293591,0.493961841,0.621290267,0.479623109,0.563924193,0.495151699,0.603071749,0.494446635,0.616541386,0.490819305,0.61637336,0.467172742,0.571973383,0.484388202,0.617519975,0.487634927,0.627593279,0.48644793,0.622565329,0.455993682,0.582948387,0.472111136,0.631669343,0.475689769,0.639530599,0.475304157,0.634099603,0.447113723,0.59616667,0.460643768,0.634738982,0.465918899,0.640292883,0.467887968,0.635686576
307,0.538013816,0.770630181,0.519667923,0.75850457,0.505092323,0.766733885,0.492774695,0.784030139,0.482581735,0.796676457,0.506073713,0.791079164,0.48711586,0.81354934,0.477282137,0.825609028,0.470071405,0.835202336,0.512120187,0.80940783,0.49184674,0.83327055,0.481017888,0.844637513,0.473040849,0.852852345,0.518392384,0.822686911,0.499991506,0.846269727,0.489440382,0.856726944,0.481599629,0.86346513,0.52407819,0.830479383,0.51027447,0.852592111,0.50261724,0.861380756,0.496140182,0.86766839,0.443303257,0.528422832,0.458566368,0.510871649,0.47217977,0.507956624,0.479720324,0.517748117,0.479682446,0.530788243,0.461078823,0.50421834,0.47837618,0.526643515,0.477571577,0.533352137,0.474133432,0.53200376,0.453474522,0.520900488,0.471638262,0.552339256,0.472625434,0.556475937,0.470242947,0.551375926,0.447559893,0.53982836,0.464473039,0.570232868,0.465244293,0.573262393,0.463387519,0.56859225,0.444002241,0.557412505,0.45757997,0.583383083,0.460485488,0.58654964,0.45980835,0.582820237
308,0.53862381,0.770467401,0.520648241,0.756992161,0.506012142,0.764837742,0.493639857,0.7823475,0.483895808,0.795947552,0.506939292,0.789323926,0.488109678,0.812352121,0.478342652,0.82455951,0.471134424,0.834100127,0.512994945,0.807856262,0.492615372,0.832280874,0.481802583,0.843943715,0.473801702,0.852051079,0.519313037,0.821208775,0.500800908,0.845289767,0.490379781,0.855971992,0.482555717,0.862859249,0.524975419,0.829267025,0.511000931,0.851569951,0.503415048,0.860319436,0.497067511,0.86654675,0.433149606,0.497325212,0.447790474,0.476713747,0.458704472,0.460505158,0.466816694,0.449361503,0.471194059,0.438917369,0.449575037,0.460338265,0.46150744,0.47242564,0.465625316,0.472792774,0.466384292,0.470871449,0.442469895,0.472663641,0.46358788,0.509390414,0.46167627,0.51261425,0.45762226,0.508386135,0.438100576,0.48935473,0.460110515,0.525098562,0.456702918,0.523863614,0.453037828,0.516496241,0.435163438,0.507270813,0.454195589,0.535145342,0.453119993,0.531396568,0.450852007,0.522709131
